Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
52,DEBIT,Bank Transfer,LOOP_ALPHA_01,Aditya Nair,5606488160,Aditya Verma,5283.65,2024-04-04,14:24:11,246447.62,500000.0,Personal Loan,0.0
12,CREDIT,Cheque,5569295400,Suresh Mehta,LOOP_ALPHA_01,Aditya Nair,8887.44,2024-04-05,20:59:42,466628.25,500000.0,Personal Loan,0.0
51,CREDIT,IMPS,5855415646,Amit Verma,LOOP_ALPHA_01,Aditya Nair,6842.47,2024-04-05,06:27:40,251731.27,500000.0,Personal Loan,0.0
20,DEBIT,RTGS,LOOP_ALPHA_01,Aditya Nair,8664400151,Ravi Kapoor,11698.66,2024-04-08,22:40:20,417404.9,500000.0,Personal Loan,0.0
11,CREDIT,IMPS,4807122420,Arjun Bose,LOOP_ALPHA_01,Aditya Nair,8794.17,2024-04-12,01:04:07,457740.81,500000.0,Personal Loan,0.0
30,DEBIT,UPI,LOOP_ALPHA_01,Aditya Nair,7596745715,Varun Bose,12788.86,2024-04-12,07:33:35,304444.27,500000.0,Personal Loan,0.0
53,DEBIT,UPI,LOOP_ALPHA_01,Aditya Nair,9369574998,Rohit Mishra,9751.19,2024-04-15,23:16:29,236696.43,500000.0,Personal Loan,0.0
16,CREDIT,UPI,9741819989,Nisha Das,LOOP_ALPHA_01,Aditya Nair,6189.87,2024-04-16,23:52:24,424194.08,500000.0,Personal Loan,0.0
45,CREDIT,Bank Transfer,2206596621,Aditya Verma,LOOP_ALPHA_01,Aditya Nair,1849.8,2024-04-17,17:10:24,298836.94,500000.0,Personal Loan,0.0
33,DEBIT,NEFT,LOOP_ALPHA_01,Aditya Nair,6578478394,Varun Bose,2419.57,2024-04-18,06:19:49,295509.03,500000.0,Personal Loan,0.0
17,DEBIT,Bank Transfer,LOOP_ALPHA_01,Aditya Nair,6669078244,Ritika Sharma,8199.63,2024-04-19,02:50:08,415994.45,500000.0,Personal Loan,0.0
38,DEBIT,UPI,LOOP_ALPHA_01,Aditya Nair,7759781156,Varun Mishra,14368.85,2024-04-19,14:22:53,296491.06,500000.0,Personal Loan,0.0
35,CREDIT,RTGS,1051354601,Sanjay Singh,LOOP_ALPHA_01,Aditya Nair,5054.0,2024-04-20,08:05:35,326346.47,500000.0,Personal Loan,0.0
27,CREDIT,UPI,6547706290,Mohan Tiwari,LOOP_ALPHA_01,Aditya Nair,4790.54,2024-04-22,11:28:08,289960.66,500000.0,Personal Loan,0.0
37,DEBIT,NEFT,LOOP_ALPHA_01,Aditya Nair,1553155490,Kavya Sharma,2869.69,2024-04-29,12:04:16,310859.91,500000.0,Personal Loan,0.0
8,CREDIT,NEFT,2050032570,Ananya Joshi,LOOP_ALPHA_01,Aditya Nair,7920.48,2024-05-02,15:49:08,468931.95,500000.0,Personal Loan,0.0
