Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
17,CREDIT,RTGS,8099637213,Vikram Rao,STRUCT_ACC_002,Vikram Singh,19142.82,2024-02-29,14:22:20,1104258.43,500000.0,Personal Loan,0.0
53,DEBIT,RTGS,STRUCT_ACC_002,Vikram Singh,8099637213,Vikram Rao,185918.46,2024-03-01,14:06:29,-3585693.3,500000.0,Business Loan,0.0
30,DEBIT,Bank Transfer,STRUCT_ACC_002,Vikram Singh,1339783148,Saanvi Patel,79590.16,2024-03-03,03:25:15,823054.47,500000.0,Personal Loan,0.0
51,DEBIT,Bank Transfer,STRUCT_ACC_002,Vikram Singh,1339783148,Saanvi Patel,190496.13,2024-03-03,00:40:53,-3202350.82,500000.0,Business Loan,0.0
26,CREDIT,IMPS,2475860255,Ananya Mehta,STRUCT_ACC_002,Vikram Singh,42379.68,2024-03-04,01:09:19,990051.24,500000.0,Personal Loan,0.0
48,DEBIT,RTGS,STRUCT_ACC_002,Vikram Singh,8099637213,Vikram Rao,197581.1,2024-03-04,20:11:22,-2633002.69,500000.0,Business Loan,0.0
14,DEBIT,IMPS,STRUCT_ACC_002,Vikram Singh,4895849088,Amit Nair,27767.97,2024-03-11,04:57:45,1192688.22,500000.0,Personal Loan,0.0
19,DEBIT,Cheque,STRUCT_ACC_002,Vikram Singh,1339783148,Saanvi Patel,36667.95,2024-03-11,22:19:35,1007306.64,500000.0,Personal Loan,0.0
20,CREDIT,UPI,8346255879,Sunita Rao,STRUCT_ACC_002,Vikram Singh,26350.76,2024-03-13,09:47:15,1033657.4,500000.0,Personal Loan,0.0
10,DEBIT,Bank Transfer,STRUCT_ACC_002,Vikram Singh,8346255879,Sunita Rao,77715.67,2024-03-14,06:26:44,1049809.93,500000.0,Personal Loan,0.0
16,DEBIT,NEFT,STRUCT_ACC_002,Vikram Singh,2475860255,Ananya Mehta,62440.19,2024-03-21,08:25:05,1085115.61,500000.0,Personal Loan,0.0
22,DEBIT,RTGS,STRUCT_ACC_002,Vikram Singh,8346255879,Sunita Rao,38957.54,2024-03-24,17:54:46,984565.06,500000.0,Personal Loan,0.0
7,DEBIT,RTGS,STRUCT_ACC_002,Vikram Singh,6641362499,Rohit Mishra,60319.49,2024-03-25,04:36:09,1069690.49,500000.0,Personal Loan,0.0
8,CREDIT,IMPS,4895849088,Amit Nair,STRUCT_ACC_002,Vikram Singh,17795.6,2024-03-29,12:59:31,1087486.09,500000.0,Personal Loan,0.0
24,DEBIT,RTGS,STRUCT_ACC_002,Vikram Singh,6641362499,Rohit Mishra,14377.94,2024-04-07,00:17:55,953775.92,500000.0,Personal Loan,0.0
5,DEBIT,NEFT,STRUCT_ACC_002,Vikram Singh,8099637213,Vikram Rao,62820.03,2024-04-11,03:01:51,1146655.56,500000.0,Personal Loan,0.0
1,CREDIT,Cheque,6641362499,Rohit Mishra,STRUCT_ACC_002,Vikram Singh,34659.15,2024-04-13,13:13:20,1167383.88,500000.0,Personal Loan,0.0
18,DEBIT,RTGS,STRUCT_ACC_002,Vikram Singh,6641362499,Rohit Mishra,60283.84,2024-04-20,13:46:32,1043974.59,500000.0,Personal Loan,0.0
11,CREDIT,UPI,8346255879,Sunita Rao,STRUCT_ACC_002,Vikram Singh,52328.56,2024-04-26,20:32:02,1102138.49,500000.0,Personal Loan,0.0
28,DEBIT,UPI,STRUCT_ACC_002,Vikram Singh,1339783148,Saanvi Patel,40261.01,2024-04-28,09:06:18,888497.51,500000.0,Personal Loan,0.0
12,CREDIT,UPI,2475860255,Ananya Mehta,STRUCT_ACC_002,Vikram Singh,52964.62,2024-04-30,12:38:24,1155103.11,500000.0,Personal Loan,0.0
15,DEBIT,UPI,STRUCT_ACC_002,Vikram Singh,8346255879,Sunita Rao,45132.42,2024-05-02,17:54:38,1147555.8,500000.0,Personal Loan,0.0
4,DEBIT,Bank Transfer,STRUCT_ACC_002,Vikram Singh,4895849088,Amit Nair,12725.7,2024-05-03,17:13:41,1209475.59,500000.0,Personal Loan,0.0
6,DEBIT,IMPS,STRUCT_ACC_002,Vikram Singh,8346255879,Sunita Rao,16645.58,2024-05-03,14:11:37,1130009.98,500000.0,Personal Loan,0.0
9,CREDIT,Bank Transfer,8099637213,Vikram Rao,STRUCT_ACC_002,Vikram Singh,40039.51,2024-05-03,09:55:05,1127525.6,500000.0,Personal Loan,0.0
3,DEBIT,RTGS,STRUCT_ACC_002,Vikram Singh,2475860255,Ananya Mehta,22597.04,2024-05-04,02:54:54,1222201.29,500000.0,Personal Loan,0.0
