Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
195,CREDIT,Bank Transfer,7525484303,Suresh Reddy,ACC_RETAIL_003,Rajesh Bansal,12765.43,2024-01-15,09:02:07,821168.4,500000.0,Personal Loan,0.0
112,CREDIT,IMPS,7656585531,Zara Jain,ACC_RETAIL_003,Rajesh Bansal,16175.57,2024-01-16,00:11:20,458799.23,500000.0,Personal Loan,0.0
183,DEBIT,IMPS,ACC_RETAIL_003,Rajesh Bansal,9533188043,Rahul Kapoor,43783.96,2024-01-16,23:49:58,727197.03,500000.0,Personal Loan,0.0
21,CREDIT,Cheque,3624410325,Saanvi Mishra,ACC_RETAIL_003,Rajesh Bansal,34960.48,2024-01-18,22:24:58,460876.57,500000.0,Personal Loan,0.0
135,CREDIT,NEFT,1172893522,Ritika Das,ACC_RETAIL_003,Rajesh Bansal,16914.04,2024-01-18,00:23:02,518685.47,500000.0,Personal Loan,0.0
189,DEBIT,IMPS,ACC_RETAIL_003,Rajesh Bansal,7656585531,Zara Jain,36672.79,2024-01-18,11:24:31,695853.56,500000.0,Personal Loan,0.0
45,CREDIT,Bank Transfer,8747974356,Kiran Singh,ACC_RETAIL_003,Rajesh Bansal,4366.08,2024-01-19,02:14:54,643567.58,500000.0,Personal Loan,0.0
150,CREDIT,IMPS,8747974356,Kiran Singh,ACC_RETAIL_003,Rajesh Bansal,30759.77,2024-01-19,12:40:03,463661.29,500000.0,Personal Loan,0.0
152,CREDIT,IMPS,1619623590,Rajesh Mishra,ACC_RETAIL_003,Rajesh Bansal,33769.45,2024-01-20,08:41:10,528490.19,500000.0,Personal Loan,0.0
113,DEBIT,RTGS,ACC_RETAIL_003,Rajesh Bansal,7656585531,Zara Jain,38186.65,2024-01-21,03:10:42,420612.58,500000.0,Personal Loan,0.0
179,CREDIT,UPI,8747974356,Kiran Singh,ACC_RETAIL_003,Rajesh Bansal,17218.88,2024-01-21,20:36:45,653375.04,500000.0,Personal Loan,0.0
55,DEBIT,IMPS,ACC_RETAIL_003,Rajesh Bansal,8359820939,Kiran Singh,48225.15,2024-01-22,23:47:40,491566.18,500000.0,Personal Loan,0.0
71,DEBIT,RTGS,ACC_RETAIL_003,Rajesh Bansal,8359820939,Kiran Singh,21117.14,2024-01-22,14:08:30,533381.44,500000.0,Personal Loan,0.0
7,CREDIT,NEFT,1172893522,Ritika Das,ACC_RETAIL_003,Rajesh Bansal,38843.0,2024-01-23,08:49:05,419241.13,500000.0,Personal Loan,0.0
173,CREDIT,Cheque,1167134213,Saanvi Mishra,ACC_RETAIL_003,Rajesh Bansal,33973.61,2024-01-23,21:01:24,694572.45,500000.0,Personal Loan,0.0
46,CREDIT,IMPS,8359820939,Kiran Singh,ACC_RETAIL_003,Rajesh Bansal,10506.76,2024-01-24,05:59:26,654074.34,500000.0,Personal Loan,0.0
32,DEBIT,Cheque,ACC_RETAIL_003,Rajesh Bansal,1619623590,Rajesh Mishra,40536.29,2024-01-25,16:42:30,429124.26,500000.0,Personal Loan,0.0
6,DEBIT,Cheque,ACC_RETAIL_003,Rajesh Bansal,1167134213,Saanvi Mishra,3042.08,2024-01-26,19:05:12,380398.13,500000.0,Personal Loan,0.0
117,CREDIT,IMPS,1172893522,Ritika Das,ACC_RETAIL_003,Rajesh Bansal,8894.35,2024-01-26,05:03:18,352518.69,500000.0,Personal Loan,0.0
118,DEBIT,IMPS,ACC_RETAIL_003,Rajesh Bansal,7656585531,Zara Jain,24909.64,2024-01-26,15:49:33,327609.05,500000.0,Personal Loan,0.0
169,DEBIT,Cheque,ACC_RETAIL_003,Rajesh Bansal,8359820939,Kiran Singh,14413.71,2024-01-26,11:47:01,642989.34,500000.0,Personal Loan,0.0
184,DEBIT,UPI,ACC_RETAIL_003,Rajesh Bansal,7525484303,Suresh Reddy,18906.27,2024-01-26,01:53:07,708290.76,500000.0,Personal Loan,0.0
191,CREDIT,IMPS,7525484303,Suresh Reddy,ACC_RETAIL_003,Rajesh Bansal,919.5,2024-01-26,16:01:24,704060.96,500000.0,Personal Loan,0.0
154,CREDIT,Cheque,1172893522,Ritika Das,ACC_RETAIL_003,Rajesh Bansal,28952.9,2024-01-28,17:43:08,538464.44,500000.0,Personal Loan,0.0
74,CREDIT,Cheque,7656585531,Zara Jain,ACC_RETAIL_003,Rajesh Bansal,30344.64,2024-01-29,21:23:35,510511.12,500000.0,Personal Loan,0.0
20,CREDIT,IMPS,5710211115,Vikram Singh,ACC_RETAIL_003,Rajesh Bansal,37493.26,2024-01-30,19:36:32,425916.09,500000.0,Personal Loan,0.0
120,CREDIT,NEFT,8747974356,Kiran Singh,ACC_RETAIL_003,Rajesh Bansal,25042.22,2024-01-30,16:40:12,328181.82,500000.0,Personal Loan,0.0
123,DEBIT,IMPS,ACC_RETAIL_003,Rajesh Bansal,5895322075,Saanvi Iyer,16372.93,2024-01-30,17:26:24,327786.22,500000.0,Personal Loan,0.0
182,CREDIT,Cheque,1172893522,Ritika Das,ACC_RETAIL_003,Rajesh Bansal,49595.99,2024-01-30,04:48:10,770980.99,500000.0,Personal Loan,0.0
47,CREDIT,UPI,7525484303,Suresh Reddy,ACC_RETAIL_003,Rajesh Bansal,22371.11,2024-01-31,21:13:54,676445.45,500000.0,Personal Loan,0.0
166,CREDIT,Cheque,5710211115,Vikram Singh,ACC_RETAIL_003,Rajesh Bansal,6310.61,2024-01-31,21:24:20,703813.04,500000.0,Personal Loan,0.0
60,CREDIT,NEFT,2239534867,Kavya Mishra,ACC_RETAIL_003,Rajesh Bansal,21252.41,2024-02-04,07:30:11,534669.19,500000.0,Personal Loan,0.0
64,CREDIT,RTGS,1619623590,Rajesh Mishra,ACC_RETAIL_003,Rajesh Bansal,38740.64,2024-02-04,10:59:12,541982.5,500000.0,Personal Loan,0.0
93,DEBIT,Bank Transfer,ACC_RETAIL_003,Rajesh Bansal,3624410325,Saanvi Mishra,5267.54,2024-02-04,06:59:16,574585.22,500000.0,Personal Loan,0.0
95,DEBIT,IMPS,ACC_RETAIL_003,Rajesh Bansal,8747974356,Kiran Singh,20598.36,2024-02-05,08:13:23,594839.97,500000.0,Personal Loan,0.0
143,DEBIT,RTGS,ACC_RETAIL_003,Rajesh Bansal,5895322075,Saanvi Iyer,40102.48,2024-02-05,18:47:12,403386.96,500000.0,Personal Loan,0.0
84,CREDIT,Cheque,1619623590,Rajesh Mishra,ACC_RETAIL_003,Rajesh Bansal,47201.49,2024-02-06,17:47:24,553574.49,500000.0,Personal Loan,0.0
129,CREDIT,RTGS,5710211115,Vikram Singh,ACC_RETAIL_003,Rajesh Bansal,31850.13,2024-02-06,23:58:52,401372.26,500000.0,Personal Loan,0.0
79,CREDIT,Bank Transfer,9533188043,Rahul Kapoor,ACC_RETAIL_003,Rajesh Bansal,32611.71,2024-02-07,13:05:39,534031.99,500000.0,Personal Loan,0.0
14,DEBIT,IMPS,ACC_RETAIL_003,Rajesh Bansal,5710211115,Vikram Singh,24466.92,2024-02-09,20:19:09,428049.1,500000.0,Personal Loan,0.0
171,CREDIT,RTGS,2239534867,Kavya Mishra,ACC_RETAIL_003,Rajesh Bansal,39391.71,2024-02-09,23:52:49,653530.64,500000.0,Personal Loan,0.0
17,CREDIT,Bank Transfer,9533188043,Rahul Kapoor,ACC_RETAIL_003,Rajesh Bansal,39872.57,2024-02-10,04:26:14,383865.67,500000.0,Personal Loan,0.0
30,DEBIT,Cheque,ACC_RETAIL_003,Rajesh Bansal,1619623590,Rajesh Mishra,30337.76,2024-02-10,16:32:32,444711.89,500000.0,Personal Loan,0.0
160,DEBIT,UPI,ACC_RETAIL_003,Rajesh Bansal,8359820939,Kiran Singh,14105.22,2024-02-10,06:07:27,634776.09,500000.0,Personal Loan,0.0
124,DEBIT,UPI,ACC_RETAIL_003,Rajesh Bansal,1619623590,Rajesh Mishra,20212.86,2024-02-11,23:02:35,307573.36,500000.0,Personal Loan,0.0
37,DEBIT,Cheque,ACC_RETAIL_003,Rajesh Bansal,1619623590,Rajesh Mishra,37810.95,2024-02-12,21:12:24,441798.31,500000.0,Personal Loan,0.0
57,CREDIT,Cheque,2239534867,Kavya Mishra,ACC_RETAIL_003,Rajesh Bansal,41823.67,2024-02-12,16:51:26,483743.93,500000.0,Personal Loan,0.0
65,CREDIT,NEFT,1172893522,Ritika Das,ACC_RETAIL_003,Rajesh Bansal,26301.93,2024-02-12,10:01:04,568284.43,500000.0,Personal Loan,0.0
78,DEBIT,UPI,ACC_RETAIL_003,Rajesh Bansal,8359820939,Kiran Singh,45798.76,2024-02-15,10:18:21,501420.28,500000.0,Personal Loan,0.0
23,CREDIT,NEFT,1172893522,Ritika Das,ACC_RETAIL_003,Rajesh Bansal,3098.31,2024-02-16,17:11:58,476476.55,500000.0,Personal Loan,0.0
121,DEBIT,UPI,ACC_RETAIL_003,Rajesh Bansal,1172893522,Ritika Das,834.98,2024-02-16,22:34:49,327346.84,500000.0,Personal Loan,0.0
33,DEBIT,Bank Transfer,ACC_RETAIL_003,Rajesh Bansal,5895322075,Saanvi Iyer,9716.85,2024-02-17,10:44:29,419407.41,500000.0,Personal Loan,0.0
67,CREDIT,Cheque,2239534867,Kavya Mishra,ACC_RETAIL_003,Rajesh Bansal,28014.61,2024-02-18,23:25:20,626086.56,500000.0,Personal Loan,0.0
165,CREDIT,UPI,9533188043,Rahul Kapoor,ACC_RETAIL_003,Rajesh Bansal,2095.4,2024-02-18,03:10:01,697502.43,500000.0,Personal Loan,0.0
194,CREDIT,IMPS,1172893522,Ritika Das,ACC_RETAIL_003,Rajesh Bansal,29683.91,2024-02-18,15:38:00,808402.97,500000.0,Personal Loan,0.0
133,DEBIT,Cheque,ACC_RETAIL_003,Rajesh Bansal,7525484303,Suresh Reddy,12787.43,2024-02-19,06:03:22,473392.03,500000.0,Personal Loan,0.0
177,CREDIT,Bank Transfer,5895322075,Saanvi Iyer,ACC_RETAIL_003,Rajesh Bansal,31924.61,2024-02-19,02:18:20,684578.52,500000.0,Personal Loan,0.0
119,DEBIT,RTGS,ACC_RETAIL_003,Rajesh Bansal,7656585531,Zara Jain,24469.45,2024-02-20,09:09:50,303139.6,500000.0,Personal Loan,0.0
148,DEBIT,RTGS,ACC_RETAIL_003,Rajesh Bansal,3624410325,Saanvi Mishra,43662.98,2024-02-20,11:52:07,419415.03,500000.0,Personal Loan,0.0
125,CREDIT,UPI,1619623590,Rajesh Mishra,ACC_RETAIL_003,Rajesh Bansal,39207.73,2024-02-22,10:12:19,346781.09,500000.0,Personal Loan,0.0
107,DEBIT,NEFT,ACC_RETAIL_003,Rajesh Bansal,8747974356,Kiran Singh,38565.78,2024-02-24,11:52:58,436741.3,500000.0,Personal Loan,0.0
35,CREDIT,RTGS,7656585531,Zara Jain,ACC_RETAIL_003,Rajesh Bansal,26006.39,2024-02-25,03:28:22,455475.28,500000.0,Personal Loan,0.0
39,CREDIT,Cheque,3624410325,Saanvi Mishra,ACC_RETAIL_003,Rajesh Bansal,23537.05,2024-02-25,18:17:46,478782.24,500000.0,Personal Loan,0.0
9,DEBIT,Bank Transfer,ACC_RETAIL_003,Rajesh Bansal,5710211115,Vikram Singh,20941.53,2024-02-26,18:16:14,433475.39,500000.0,Personal Loan,0.0
114,DEBIT,NEFT,ACC_RETAIL_003,Rajesh Bansal,8359820939,Kiran Singh,28070.76,2024-02-26,03:45:38,392541.82,500000.0,Personal Loan,0.0
68,DEBIT,RTGS,ACC_RETAIL_003,Rajesh Bansal,5895322075,Saanvi Iyer,26460.92,2024-02-27,14:51:51,599625.64,500000.0,Personal Loan,0.0
131,CREDIT,NEFT,5895322075,Saanvi Iyer,ACC_RETAIL_003,Rajesh Bansal,26951.19,2024-02-27,19:47:36,467882.75,500000.0,Personal Loan,0.0
167,DEBIT,Bank Transfer,ACC_RETAIL_003,Rajesh Bansal,7525484303,Suresh Reddy,35682.32,2024-02-28,06:02:35,668130.72,500000.0,Personal Loan,0.0
185,CREDIT,NEFT,5710211115,Vikram Singh,ACC_RETAIL_003,Rajesh Bansal,36436.42,2024-02-28,23:51:55,744727.18,500000.0,Personal Loan,0.0
106,CREDIT,NEFT,7656585531,Zara Jain,ACC_RETAIL_003,Rajesh Bansal,17620.05,2024-02-29,08:27:07,475307.08,500000.0,Personal Loan,0.0
122,CREDIT,Bank Transfer,1619623590,Rajesh Mishra,ACC_RETAIL_003,Rajesh Bansal,16812.31,2024-02-29,23:42:12,344159.15,500000.0,Personal Loan,0.0
145,CREDIT,NEFT,7525484303,Suresh Reddy,ACC_RETAIL_003,Rajesh Bansal,9726.15,2024-02-29,14:24:09,429997.1,500000.0,Personal Loan,0.0
163,CREDIT,RTGS,5895322075,Saanvi Iyer,ACC_RETAIL_003,Rajesh Bansal,2559.72,2024-03-01,19:53:31,689837.42,500000.0,Personal Loan,0.0
130,CREDIT,UPI,7656585531,Zara Jain,ACC_RETAIL_003,Rajesh Bansal,39559.3,2024-03-02,21:46:12,440931.56,500000.0,Personal Loan,0.0
141,CREDIT,NEFT,5895322075,Saanvi Iyer,ACC_RETAIL_003,Rajesh Bansal,22189.21,2024-03-02,11:36:40,484093.64,500000.0,Personal Loan,0.0
48,DEBIT,Bank Transfer,ACC_RETAIL_003,Rajesh Bansal,2239534867,Kavya Mishra,25763.58,2024-03-03,04:48:14,650681.87,500000.0,Personal Loan,0.0
49,DEBIT,Cheque,ACC_RETAIL_003,Rajesh Bansal,8359820939,Kiran Singh,28413.6,2024-03-04,11:13:12,622268.27,500000.0,Personal Loan,0.0
127,CREDIT,UPI,5895322075,Saanvi Iyer,ACC_RETAIL_003,Rajesh Bansal,27729.91,2024-03-04,07:37:59,327873.68,500000.0,Personal Loan,0.0
137,CREDIT,Cheque,1172893522,Ritika Das,ACC_RETAIL_003,Rajesh Bansal,22566.04,2024-03-04,21:25:47,515473.04,500000.0,Personal Loan,0.0
144,CREDIT,UPI,1172893522,Ritika Das,ACC_RETAIL_003,Rajesh Bansal,16883.99,2024-03-04,08:26:29,420270.95,500000.0,Personal Loan,0.0
69,DEBIT,RTGS,ACC_RETAIL_003,Rajesh Bansal,8359820939,Kiran Singh,9602.01,2024-03-05,08:46:24,590023.63,500000.0,Personal Loan,0.0
80,CREDIT,RTGS,5895322075,Saanvi Iyer,ACC_RETAIL_003,Rajesh Bansal,23567.2,2024-03-05,11:39:33,557599.19,500000.0,Personal Loan,0.0
97,DEBIT,Cheque,ACC_RETAIL_003,Rajesh Bansal,8359820939,Kiran Singh,19273.57,2024-03-05,02:02:35,618035.82,500000.0,Personal Loan,0.0
16,DEBIT,Bank Transfer,ACC_RETAIL_003,Rajesh Bansal,1619623590,Rajesh Mishra,35396.92,2024-03-06,12:41:58,343993.1,500000.0,Personal Loan,0.0
25,CREDIT,RTGS,1167134213,Saanvi Mishra,ACC_RETAIL_003,Rajesh Bansal,44092.05,2024-03-06,23:41:07,527873.22,500000.0,Personal Loan,0.0
41,CREDIT,UPI,3624410325,Saanvi Mishra,ACC_RETAIL_003,Rajesh Bansal,11346.87,2024-03-06,05:34:38,524798.48,500000.0,Personal Loan,0.0
138,CREDIT,IMPS,2239534867,Kavya Mishra,ACC_RETAIL_003,Rajesh Bansal,17575.89,2024-03-06,03:48:23,533048.93,500000.0,Personal Loan,0.0
188,CREDIT,RTGS,3624410325,Saanvi Mishra,ACC_RETAIL_003,Rajesh Bansal,21404.54,2024-03-06,02:34:43,732526.35,500000.0,Personal Loan,0.0
2,DEBIT,IMPS,ACC_RETAIL_003,Rajesh Bansal,8359820939,Kiran Singh,41500.32,2024-03-07,20:29:43,328533.56,500000.0,Personal Loan,0.0
90,CREDIT,NEFT,7525484303,Suresh Reddy,ACC_RETAIL_003,Rajesh Bansal,45681.2,2024-03-07,00:34:21,557642.94,500000.0,Personal Loan,0.0
108,CREDIT,IMPS,1167134213,Saanvi Mishra,ACC_RETAIL_003,Rajesh Bansal,39285.63,2024-03-07,08:18:22,476026.93,500000.0,Personal Loan,0.0
158,CREDIT,Cheque,7525484303,Suresh Reddy,ACC_RETAIL_003,Rajesh Bansal,25001.01,2024-03-07,15:07:57,624190.68,500000.0,Personal Loan,0.0
178,DEBIT,IMPS,ACC_RETAIL_003,Rajesh Bansal,5710211115,Vikram Singh,48422.36,2024-03-08,09:46:37,636156.16,500000.0,Personal Loan,0.0
198,DEBIT,NEFT,ACC_RETAIL_003,Rajesh Bansal,5710211115,Vikram Singh,32485.4,2024-03-08,14:02:58,835550.95,500000.0,Personal Loan,0.0
153,DEBIT,UPI,ACC_RETAIL_003,Rajesh Bansal,3624410325,Saanvi Mishra,18978.65,2024-03-10,14:08:36,509511.54,500000.0,Personal Loan,0.0
197,CREDIT,Cheque,8747974356,Kiran Singh,ACC_RETAIL_003,Rajesh Bansal,10669.56,2024-03-10,06:52:06,868036.35,500000.0,Personal Loan,0.0
140,DEBIT,IMPS,ACC_RETAIL_003,Rajesh Bansal,5710211115,Vikram Singh,23038.97,2024-03-11,17:34:58,461904.43,500000.0,Personal Loan,0.0
44,CREDIT,Bank Transfer,7656585531,Zara Jain,ACC_RETAIL_003,Rajesh Bansal,43720.19,2024-03-12,16:15:56,639201.5,500000.0,Personal Loan,0.0
56,DEBIT,Cheque,ACC_RETAIL_003,Rajesh Bansal,1172893522,Ritika Das,49645.92,2024-03-12,04:38:11,441920.26,500000.0,Personal Loan,0.0
91,CREDIT,Bank Transfer,2239534867,Kavya Mishra,ACC_RETAIL_003,Rajesh Bansal,20861.26,2024-03-12,10:00:10,578504.2,500000.0,Personal Loan,0.0
149,CREDIT,IMPS,1167134213,Saanvi Mishra,ACC_RETAIL_003,Rajesh Bansal,13486.49,2024-03-12,23:16:09,432901.52,500000.0,Personal Loan,0.0
199,DEBIT,IMPS,ACC_RETAIL_003,Rajesh Bansal,7656585531,Zara Jain,32085.08,2024-03-12,00:26:21,803465.87,500000.0,Personal Loan,0.0
62,CREDIT,NEFT,5710211115,Vikram Singh,ACC_RETAIL_003,Rajesh Bansal,20412.13,2024-03-14,07:54:37,552919.29,500000.0,Personal Loan,0.0
161,CREDIT,NEFT,1167134213,Saanvi Mishra,ACC_RETAIL_003,Rajesh Bansal,38741.11,2024-03-15,18:35:52,673517.2,500000.0,Personal Loan,0.0
136,DEBIT,Cheque,ACC_RETAIL_003,Rajesh Bansal,8359820939,Kiran Singh,25778.47,2024-03-16,21:08:09,492907.0,500000.0,Personal Loan,0.0
155,CREDIT,UPI,3624410325,Saanvi Mishra,ACC_RETAIL_003,Rajesh Bansal,45998.47,2024-03-16,06:04:31,584462.91,500000.0,Personal Loan,0.0
83,DEBIT,UPI,ACC_RETAIL_003,Rajesh Bansal,1172893522,Ritika Das,16828.33,2024-03-17,08:56:48,506373.0,500000.0,Personal Loan,0.0
159,CREDIT,RTGS,7656585531,Zara Jain,ACC_RETAIL_003,Rajesh Bansal,24690.63,2024-03-17,01:07:24,648881.31,500000.0,Personal Loan,0.0
82,DEBIT,IMPS,ACC_RETAIL_003,Rajesh Bansal,8747974356,Kiran Singh,13408.32,2024-03-19,15:12:12,523201.33,500000.0,Personal Loan,0.0
126,DEBIT,RTGS,ACC_RETAIL_003,Rajesh Bansal,5710211115,Vikram Singh,46637.32,2024-03-20,19:51:56,300143.77,500000.0,Personal Loan,0.0
146,CREDIT,UPI,1167134213,Saanvi Mishra,ACC_RETAIL_003,Rajesh Bansal,44213.32,2024-03-20,15:38:22,474210.42,500000.0,Personal Loan,0.0
115,DEBIT,UPI,ACC_RETAIL_003,Rajesh Bansal,8747974356,Kiran Singh,27933.88,2024-03-21,11:48:43,364607.94,500000.0,Personal Loan,0.0
132,CREDIT,NEFT,8359820939,Kiran Singh,ACC_RETAIL_003,Rajesh Bansal,18296.71,2024-03-21,23:14:07,486179.46,500000.0,Personal Loan,0.0
1,CREDIT,Bank Transfer,1172893522,Ritika Das,ACC_RETAIL_003,Rajesh Bansal,16267.24,2024-03-23,10:53:41,370033.88,500000.0,Personal Loan,0.0
89,DEBIT,Cheque,ACC_RETAIL_003,Rajesh Bansal,2239534867,Kavya Mishra,23072.48,2024-03-24,23:13:08,511961.74,500000.0,Personal Loan,0.0
156,DEBIT,IMPS,ACC_RETAIL_003,Rajesh Bansal,1167134213,Saanvi Mishra,9761.38,2024-03-24,01:57:06,574701.53,500000.0,Personal Loan,0.0
26,CREDIT,NEFT,9533188043,Rahul Kapoor,ACC_RETAIL_003,Rajesh Bansal,14718.63,2024-03-27,02:09:14,542591.85,500000.0,Personal Loan,0.0
190,CREDIT,NEFT,3624410325,Saanvi Mishra,ACC_RETAIL_003,Rajesh Bansal,7287.9,2024-03-27,05:12:04,703141.46,500000.0,Personal Loan,0.0
11,DEBIT,Bank Transfer,ACC_RETAIL_003,Rajesh Bansal,1619623590,Rajesh Mishra,10763.41,2024-03-29,17:25:01,466416.46,500000.0,Personal Loan,0.0
3,CREDIT,UPI,1619623590,Rajesh Mishra,ACC_RETAIL_003,Rajesh Bansal,1323.53,2024-03-31,03:59:26,329857.09,500000.0,Personal Loan,0.0
61,DEBIT,RTGS,ACC_RETAIL_003,Rajesh Bansal,8747974356,Kiran Singh,2162.03,2024-03-31,01:46:20,532507.16,500000.0,Personal Loan,0.0
92,CREDIT,RTGS,5895322075,Saanvi Iyer,ACC_RETAIL_003,Rajesh Bansal,1348.56,2024-03-31,15:40:36,579852.76,500000.0,Personal Loan,0.0
104,DEBIT,IMPS,ACC_RETAIL_003,Rajesh Bansal,1172893522,Ritika Das,12403.37,2024-03-31,19:40:52,494804.42,500000.0,Personal Loan,0.0
134,CREDIT,UPI,7525484303,Suresh Reddy,ACC_RETAIL_003,Rajesh Bansal,28379.4,2024-03-31,23:32:49,501771.43,500000.0,Personal Loan,0.0
13,CREDIT,Cheque,5895322075,Saanvi Iyer,ACC_RETAIL_003,Rajesh Bansal,33955.49,2024-04-01,23:25:19,452516.02,500000.0,Personal Loan,0.0
109,CREDIT,Cheque,3624410325,Saanvi Mishra,ACC_RETAIL_003,Rajesh Bansal,19083.64,2024-04-01,21:19:51,495110.57,500000.0,Personal Loan,0.0
38,CREDIT,NEFT,1619623590,Rajesh Mishra,ACC_RETAIL_003,Rajesh Bansal,13446.88,2024-04-02,08:36:12,455245.19,500000.0,Personal Loan,0.0
42,CREDIT,UPI,1172893522,Ritika Das,ACC_RETAIL_003,Rajesh Bansal,30484.08,2024-04-03,19:59:49,555282.56,500000.0,Personal Loan,0.0
77,CREDIT,Cheque,5710211115,Vikram Singh,ACC_RETAIL_003,Rajesh Bansal,24206.58,2024-04-03,22:00:20,547219.04,500000.0,Personal Loan,0.0
151,CREDIT,Bank Transfer,7525484303,Suresh Reddy,ACC_RETAIL_003,Rajesh Bansal,31059.45,2024-04-04,10:49:46,494720.74,500000.0,Personal Loan,0.0
111,DEBIT,RTGS,ACC_RETAIL_003,Rajesh Bansal,1172893522,Ritika Das,13764.62,2024-04-05,23:04:46,442623.66,500000.0,Personal Loan,0.0
172,CREDIT,RTGS,3624410325,Saanvi Mishra,ACC_RETAIL_003,Rajesh Bansal,7068.2,2024-04-05,11:43:37,660598.84,500000.0,Personal Loan,0.0
27,CREDIT,RTGS,5895322075,Saanvi Iyer,ACC_RETAIL_003,Rajesh Bansal,11994.9,2024-04-06,01:21:28,554586.75,500000.0,Personal Loan,0.0
105,DEBIT,Bank Transfer,ACC_RETAIL_003,Rajesh Bansal,5895322075,Saanvi Iyer,37117.39,2024-04-06,02:51:19,457687.03,500000.0,Personal Loan,0.0
116,DEBIT,RTGS,ACC_RETAIL_003,Rajesh Bansal,7656585531,Zara Jain,20983.6,2024-04-06,20:22:19,343624.34,500000.0,Personal Loan,0.0
10,CREDIT,Cheque,5895322075,Saanvi Iyer,ACC_RETAIL_003,Rajesh Bansal,43704.48,2024-04-07,02:16:03,477179.87,500000.0,Personal Loan,0.0
53,DEBIT,UPI,ACC_RETAIL_003,Rajesh Bansal,7525484303,Suresh Reddy,7203.73,2024-04-07,23:30:56,584412.34,500000.0,Personal Loan,0.0
85,CREDIT,RTGS,3624410325,Saanvi Mishra,ACC_RETAIL_003,Rajesh Bansal,24784.48,2024-04-07,12:49:20,578358.97,500000.0,Personal Loan,0.0
76,CREDIT,Cheque,5710211115,Vikram Singh,ACC_RETAIL_003,Rajesh Bansal,1259.02,2024-04-08,04:16:16,523012.46,500000.0,Personal Loan,0.0
50,DEBIT,Bank Transfer,ACC_RETAIL_003,Rajesh Bansal,2239534867,Kavya Mishra,13095.63,2024-04-09,07:56:00,609172.64,500000.0,Personal Loan,0.0
147,DEBIT,Bank Transfer,ACC_RETAIL_003,Rajesh Bansal,9533188043,Rahul Kapoor,11132.41,2024-04-10,02:16:40,463078.01,500000.0,Personal Loan,0.0
164,CREDIT,IMPS,7525484303,Suresh Reddy,ACC_RETAIL_003,Rajesh Bansal,5569.61,2024-04-10,09:00:44,695407.03,500000.0,Personal Loan,0.0
43,CREDIT,Cheque,5710211115,Vikram Singh,ACC_RETAIL_003,Rajesh Bansal,40198.75,2024-04-11,09:00:35,595481.31,500000.0,Personal Loan,0.0
15,DEBIT,Cheque,ACC_RETAIL_003,Rajesh Bansal,9533188043,Rahul Kapoor,48659.08,2024-04-12,10:31:20,379390.02,500000.0,Personal Loan,0.0
