Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
61,DEBIT,Cheque,STRUCT_ACC_001,Kiran Trivedi,8740820392,Kavya Gupta,199200.91,2024-02-15,11:50:10,-4786191.07,500000.0,Business Loan,0.0
24,DEBIT,Bank Transfer,STRUCT_ACC_001,Kiran Trivedi,8740820392,Kavya Gupta,10428.95,2024-02-17,04:15:36,1212161.02,500000.0,Personal Loan,0.0
8,DEBIT,Cheque,STRUCT_ACC_001,Kiran Trivedi,5714658227,Arjun Gupta,79138.12,2024-02-18,14:29:43,1165258.35,500000.0,Personal Loan,0.0
49,DEBIT,Bank Transfer,STRUCT_ACC_001,Kiran Trivedi,8740820392,Kavya Gupta,197387.73,2024-02-18,06:32:58,-2486787.31,500000.0,Business Loan,0.0
57,DEBIT,IMPS,STRUCT_ACC_001,Kiran Trivedi,9776500600,Divya Tiwari,197165.09,2024-02-18,12:11:04,-4018104.22,500000.0,Business Loan,0.0
62,DEBIT,UPI,STRUCT_ACC_001,Kiran Trivedi,5869990861,Rohit Mishra,192401.45,2024-02-18,02:51:17,-4978592.52,500000.0,Business Loan,0.0
19,DEBIT,UPI,STRUCT_ACC_001,Kiran Trivedi,6932365592,Sanjay Mishra,25695.27,2024-02-19,14:23:12,1137344.49,500000.0,Personal Loan,0.0
31,DEBIT,IMPS,STRUCT_ACC_001,Kiran Trivedi,7570511906,Rajesh Sinha,193041.0,2024-02-19,11:25:39,984637.4,500000.0,Business Loan,0.0
33,DEBIT,RTGS,STRUCT_ACC_001,Kiran Trivedi,7570511906,Rajesh Sinha,194905.06,2024-02-19,07:16:10,601563.13,500000.0,Business Loan,0.0
38,DEBIT,IMPS,STRUCT_ACC_001,Kiran Trivedi,8740820392,Kavya Gupta,190382.35,2024-02-19,20:55:03,-353423.86,500000.0,Business Loan,0.0
43,DEBIT,IMPS,STRUCT_ACC_001,Kiran Trivedi,5869990861,Rohit Mishra,199159.35,2024-02-20,16:45:02,-1323221.89,500000.0,Business Loan,0.0
7,CREDIT,Bank Transfer,7570511906,Rajesh Sinha,STRUCT_ACC_001,Kiran Trivedi,46817.2,2024-02-21,20:21:21,1244396.47,500000.0,Personal Loan,0.0
51,DEBIT,UPI,STRUCT_ACC_001,Kiran Trivedi,7570511906,Rajesh Sinha,195451.82,2024-02-21,15:44:11,-2869140.65,500000.0,Business Loan,0.0
58,DEBIT,IMPS,STRUCT_ACC_001,Kiran Trivedi,5714658227,Arjun Gupta,190233.95,2024-02-21,09:22:59,-4208338.17,500000.0,Business Loan,0.0
60,DEBIT,RTGS,STRUCT_ACC_001,Kiran Trivedi,5869990861,Rohit Mishra,193364.38,2024-02-24,19:36:14,-4586990.16,500000.0,Business Loan,0.0
63,DEBIT,RTGS,STRUCT_ACC_001,Kiran Trivedi,6932365592,Sanjay Mishra,193898.12,2024-02-24,05:16:25,-5172490.64,500000.0,Business Loan,0.0
36,DEBIT,Bank Transfer,STRUCT_ACC_001,Kiran Trivedi,9776500600,Divya Tiwari,186738.24,2024-02-25,17:56:14,22054.53,500000.0,Business Loan,0.0
44,DEBIT,UPI,STRUCT_ACC_001,Kiran Trivedi,9776500600,Divya Tiwari,194993.55,2024-02-25,07:40:23,-1518215.44,500000.0,Business Loan,0.0
50,DEBIT,NEFT,STRUCT_ACC_001,Kiran Trivedi,5714658227,Arjun Gupta,186901.52,2024-02-25,08:19:18,-2673688.83,500000.0,Business Loan,0.0
48,DEBIT,IMPS,STRUCT_ACC_001,Kiran Trivedi,6932365592,Sanjay Mishra,191147.17,2024-02-26,13:33:19,-2289399.58,500000.0,Business Loan,0.0
5,CREDIT,IMPS,5714658227,Arjun Gupta,STRUCT_ACC_001,Kiran Trivedi,24597.72,2024-02-28,20:33:32,1118194.37,500000.0,Personal Loan,0.0
42,DEBIT,UPI,STRUCT_ACC_001,Kiran Trivedi,5869990861,Rohit Mishra,190708.9,2024-02-28,06:21:51,-1124062.54,500000.0,Business Loan,0.0
54,DEBIT,IMPS,STRUCT_ACC_001,Kiran Trivedi,8740820392,Kavya Gupta,192742.75,2024-02-29,17:43:02,-3437287.13,500000.0,Business Loan,0.0
37,DEBIT,UPI,STRUCT_ACC_001,Kiran Trivedi,5714658227,Arjun Gupta,185096.04,2024-03-05,01:32:19,-163041.51,500000.0,Business Loan,0.0
27,DEBIT,IMPS,STRUCT_ACC_001,Kiran Trivedi,9776500600,Divya Tiwari,49011.99,2024-03-06,04:13:59,1296605.05,500000.0,Personal Loan,0.0
17,DEBIT,Bank Transfer,STRUCT_ACC_001,Kiran Trivedi,5714658227,Arjun Gupta,63796.96,2024-03-11,08:26:05,1170744.34,500000.0,Personal Loan,0.0
22,DEBIT,UPI,STRUCT_ACC_001,Kiran Trivedi,7570511906,Rajesh Sinha,66163.62,2024-03-22,07:04:56,1174471.97,500000.0,Personal Loan,0.0
3,CREDIT,Cheque,6932365592,Sanjay Mishra,STRUCT_ACC_001,Kiran Trivedi,43982.14,2024-03-28,07:28:44,1057933.27,500000.0,Personal Loan,0.0
18,DEBIT,RTGS,STRUCT_ACC_001,Kiran Trivedi,7570511906,Rajesh Sinha,7704.58,2024-03-28,00:00:37,1163039.76,500000.0,Personal Loan,0.0
28,DEBIT,IMPS,STRUCT_ACC_001,Kiran Trivedi,7570511906,Rajesh Sinha,52524.63,2024-03-31,08:22:17,1244080.42,500000.0,Personal Loan,0.0
11,CREDIT,RTGS,5714658227,Arjun Gupta,STRUCT_ACC_001,Kiran Trivedi,65064.03,2024-04-03,01:53:42,1236728.48,500000.0,Personal Loan,0.0
20,CREDIT,NEFT,5869990861,Rohit Mishra,STRUCT_ACC_001,Kiran Trivedi,43830.7,2024-04-04,02:29:53,1181175.19,500000.0,Personal Loan,0.0
2,DEBIT,Bank Transfer,STRUCT_ACC_001,Kiran Trivedi,5869990861,Rohit Mishra,19176.58,2024-04-09,00:15:32,1013951.13,500000.0,Personal Loan,0.0
9,DEBIT,UPI,STRUCT_ACC_001,Kiran Trivedi,9776500600,Divya Tiwari,69787.29,2024-04-09,08:21:56,1095471.06,500000.0,Personal Loan,0.0
6,CREDIT,UPI,6932365592,Sanjay Mishra,STRUCT_ACC_001,Kiran Trivedi,79384.9,2024-04-10,07:24:58,1197579.27,500000.0,Personal Loan,0.0
26,CREDIT,Cheque,8740820392,Kavya Gupta,STRUCT_ACC_001,Kiran Trivedi,62747.54,2024-04-13,16:42:22,1345617.04,500000.0,Personal Loan,0.0
12,DEBIT,UPI,STRUCT_ACC_001,Kiran Trivedi,9776500600,Divya Tiwari,52690.75,2024-04-19,05:17:28,1184037.73,500000.0,Personal Loan,0.0
30,DEBIT,NEFT,STRUCT_ACC_001,Kiran Trivedi,5869990861,Rohit Mishra,34919.8,2024-04-19,12:27:05,1177678.4,500000.0,Personal Loan,0.0
21,CREDIT,IMPS,5714658227,Arjun Gupta,STRUCT_ACC_001,Kiran Trivedi,59460.4,2024-05-01,21:13:26,1240635.59,500000.0,Personal Loan,0.0
14,DEBIT,Bank Transfer,STRUCT_ACC_001,Kiran Trivedi,6932365592,Sanjay Mishra,7831.65,2024-05-03,14:35:13,1213859.39,500000.0,Personal Loan,0.0
16,DEBIT,IMPS,STRUCT_ACC_001,Kiran Trivedi,5869990861,Rohit Mishra,5803.28,2024-05-03,18:51:55,1234541.3,500000.0,Personal Loan,0.0
