Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
5,CREDIT,Cheque,9283395204,Nisha Patel,LOOP_DELTA_04,Deepika Kapoor,2158.28,2024-03-21,01:51:05,591920.31,500000.0,Personal Loan,0.0
55,DEBIT,NEFT,LOOP_DELTA_04,Deepika Kapoor,9256438734,Sunita Jain,20882.14,2024-03-21,21:30:10,561506.73,500000.0,Personal Loan,0.0
54,DEBIT,IMPS,LOOP_DELTA_04,Deepika Kapoor,4296344958,Sunita Agarwal,17896.74,2024-03-24,18:35:52,582388.87,500000.0,Personal Loan,0.0
8,DEBIT,IMPS,LOOP_DELTA_04,Deepika Kapoor,4794160110,Aryan Jain,11132.69,2024-03-29,12:05:00,594650.24,500000.0,Personal Loan,0.0
38,CREDIT,Bank Transfer,3156792018,Rajesh Mishra,LOOP_DELTA_04,Deepika Kapoor,12506.77,2024-03-29,08:41:50,601608.52,500000.0,Personal Loan,0.0
48,DEBIT,UPI,LOOP_DELTA_04,Deepika Kapoor,4508795329,Rohit Mishra,18458.59,2024-03-29,08:23:11,587345.46,500000.0,Personal Loan,0.0
15,DEBIT,NEFT,LOOP_DELTA_04,Deepika Kapoor,9899689747,Rohit Trivedi,25033.71,2024-04-01,05:35:52,585691.58,500000.0,Personal Loan,0.0
31,DEBIT,UPI,LOOP_DELTA_04,Deepika Kapoor,4374384508,Arjun Gupta,10083.23,2024-04-05,23:19:55,571725.45,500000.0,Personal Loan,0.0
18,DEBIT,NEFT,LOOP_DELTA_04,Deepika Kapoor,9615270274,Rahul Kapoor,10175.72,2024-04-06,22:30:48,582570.02,500000.0,Personal Loan,0.0
40,CREDIT,IMPS,5156392601,Amit Sinha,LOOP_DELTA_04,Deepika Kapoor,20122.99,2024-04-08,17:36:13,644690.49,500000.0,Personal Loan,0.0
35,CREDIT,RTGS,7781327255,Rajesh Mishra,LOOP_DELTA_04,Deepika Kapoor,24566.63,2024-04-12,21:28:57,554007.1,500000.0,Personal Loan,0.0
6,CREDIT,Bank Transfer,2537965898,Deepika Kapoor,LOOP_DELTA_04,Deepika Kapoor,20194.82,2024-04-14,11:34:22,612115.13,500000.0,Personal Loan,0.0
30,DEBIT,UPI,LOOP_DELTA_04,Deepika Kapoor,7729620601,Sunita Kapoor,20123.25,2024-04-17,11:31:02,581808.68,500000.0,Personal Loan,0.0
45,CREDIT,UPI,7038046278,Ishaan Chaudhary,LOOP_DELTA_04,Deepika Kapoor,7464.08,2024-04-18,12:33:44,582311.62,500000.0,Personal Loan,0.0
14,DEBIT,NEFT,LOOP_DELTA_04,Deepika Kapoor,4322510552,Sanjay Reddy,2898.68,2024-04-24,15:26:41,610725.29,500000.0,Personal Loan,0.0
46,CREDIT,UPI,9618271425,Rahul Kapoor,LOOP_DELTA_04,Deepika Kapoor,26727.99,2024-04-26,05:03:34,609039.61,500000.0,Personal Loan,0.0
52,CREDIT,NEFT,3738568701,Tanvi Agarwal,LOOP_DELTA_04,Deepika Kapoor,15982.58,2024-04-26,10:19:12,618874.86,500000.0,Personal Loan,0.0
10,DEBIT,UPI,LOOP_DELTA_04,Deepika Kapoor,9761206076,Saanvi Chaudhary,11034.21,2024-04-27,11:41:05,576281.12,500000.0,Personal Loan,0.0
33,DEBIT,RTGS,LOOP_DELTA_04,Deepika Kapoor,4549548567,Ravi Bansal,4156.15,2024-04-28,19:36:37,556144.21,500000.0,Personal Loan,0.0
59,DEBIT,UPI,LOOP_DELTA_04,Deepika Kapoor,4554178984,Varun Bose,18500.76,2024-04-28,23:38:16,582251.32,500000.0,Personal Loan,0.0
25,CREDIT,Bank Transfer,6204370540,Tanvi Trivedi,LOOP_DELTA_04,Deepika Kapoor,22052.18,2024-04-29,23:31:03,623560.49,500000.0,Personal Loan,0.0
19,CREDIT,NEFT,5606736607,Ravi Gupta,LOOP_DELTA_04,Deepika Kapoor,17982.63,2024-05-02,18:18:27,600552.65,500000.0,Personal Loan,0.0
