Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
61,DEBIT,NEFT,SHELL_CO_001,Aditya Trivedi,LOOP_BETA_02,Amit Kumar,247383.72,2024-02-19,11:00:00,10000.0,500000.0,Business Loan,0.0
62,CREDIT,NEFT,3291300350,Varun Gupta,SHELL_CO_001,Aditya Trivedi,636183.03,2024-02-22,13:00:00,646183.03,500000.0,Business Loan,0.0
63,DEBIT,Cheque,SHELL_CO_001,Aditya Trivedi,7942021507,Rajesh Patel,159045.76,2024-02-22,16:00:00,487137.27,500000.0,Business Loan,0.0
64,DEBIT,NEFT,SHELL_CO_001,Aditya Trivedi,ACC_RETAIL_001,Zara Pillai,159045.76,2024-02-22,18:00:00,328091.52,500000.0,Business Loan,0.0
65,DEBIT,UPI,SHELL_CO_001,Aditya Trivedi,LOOP_ALPHA_01,Aditya Nair,159045.76,2024-02-22,16:00:00,169045.76,500000.0,Business Loan,0.0
66,DEBIT,RTGS,SHELL_CO_001,Aditya Trivedi,LOOP_BETA_02,Amit Kumar,159045.76,2024-02-22,14:00:00,10000.0,500000.0,Business Loan,0.0
67,CREDIT,IMPS,3291300350,Varun Gupta,SHELL_CO_001,Aditya Trivedi,246117.36,2024-02-25,17:00:00,256117.36,500000.0,Business Loan,0.0
68,DEBIT,NEFT,SHELL_CO_001,Aditya Trivedi,ACC_RETAIL_001,Zara Pillai,123058.68,2024-02-25,20:00:00,133058.68,500000.0,Business Loan,0.0
69,DEBIT,Bank Transfer,SHELL_CO_001,Aditya Trivedi,LOOP_BETA_02,Amit Kumar,123058.68,2024-02-25,18:00:00,10000.0,500000.0,Business Loan,0.0
70,CREDIT,Cheque,4510886562,Amit Verma,SHELL_CO_001,Aditya Trivedi,746078.89,2024-02-28,11:00:00,756078.89,500000.0,Business Loan,0.0
71,DEBIT,UPI,SHELL_CO_001,Aditya Trivedi,ACC_RETAIL_001,Zara Pillai,248692.96,2024-02-28,13:00:00,507385.93,500000.0,Business Loan,0.0
72,DEBIT,Bank Transfer,SHELL_CO_001,Aditya Trivedi,LOOP_ALPHA_01,Aditya Nair,248692.96,2024-02-28,13:00:00,258692.96,500000.0,Business Loan,0.0
73,DEBIT,IMPS,SHELL_CO_001,Aditya Trivedi,LOOP_BETA_02,Amit Kumar,248692.96,2024-02-28,12:00:00,10000.0,500000.0,Business Loan,0.0
74,CREDIT,UPI,4510886562,Amit Verma,SHELL_CO_001,Aditya Trivedi,780407.38,2024-03-02,10:00:00,790407.38,500000.0,Business Loan,0.0
75,DEBIT,RTGS,SHELL_CO_001,Aditya Trivedi,7942021507,Rajesh Patel,260135.79,2024-03-02,12:00:00,530271.59,500000.0,Business Loan,0.0
76,DEBIT,Cheque,SHELL_CO_001,Aditya Trivedi,LOOP_ALPHA_01,Aditya Nair,260135.79,2024-03-02,15:00:00,270135.79,500000.0,Business Loan,0.0
77,DEBIT,NEFT,SHELL_CO_001,Aditya Trivedi,LOOP_BETA_02,Amit Kumar,260135.79,2024-03-02,13:00:00,10000.0,500000.0,Business Loan,0.0
78,CREDIT,NEFT,6636889684,Aryan Verma,SHELL_CO_001,Aditya Trivedi,653290.36,2024-03-05,13:00:00,663290.36,500000.0,Business Loan,0.0
79,DEBIT,IMPS,SHELL_CO_001,Aditya Trivedi,7942021507,Rajesh Patel,326645.18,2024-03-05,17:00:00,336645.18,500000.0,Business Loan,0.0
80,DEBIT,Cheque,SHELL_CO_001,Aditya Trivedi,LOOP_BETA_02,Amit Kumar,326645.18,2024-03-05,17:00:00,10000.0,500000.0,Business Loan,0.0
81,CREDIT,UPI,1566056427,Aditya Iyer,SHELL_CO_001,Aditya Trivedi,340196.79,2024-03-08,17:00:00,350196.79,500000.0,Business Loan,0.0
82,DEBIT,IMPS,SHELL_CO_001,Aditya Trivedi,LOOP_BETA_02,Amit Kumar,113398.93,2024-03-08,18:00:00,236797.86,500000.0,Business Loan,0.0
83,DEBIT,UPI,SHELL_CO_001,Aditya Trivedi,ACC_RETAIL_001,Zara Pillai,113398.93,2024-03-08,21:00:00,123398.93,500000.0,Business Loan,0.0
84,DEBIT,Bank Transfer,SHELL_CO_001,Aditya Trivedi,7942021507,Rajesh Patel,113398.93,2024-03-08,20:00:00,10000.0,500000.0,Business Loan,0.0
85,CREDIT,UPI,3291300350,Varun Gupta,SHELL_CO_001,Aditya Trivedi,258418.59,2024-03-11,09:00:00,268418.59,500000.0,Business Loan,0.0
86,DEBIT,IMPS,SHELL_CO_001,Aditya Trivedi,ACC_RETAIL_001,Zara Pillai,64604.65,2024-03-11,10:00:00,203813.94,500000.0,Business Loan,0.0
87,DEBIT,UPI,SHELL_CO_001,Aditya Trivedi,LOOP_BETA_02,Amit Kumar,64604.65,2024-03-11,14:00:00,139209.3,500000.0,Business Loan,0.0
88,DEBIT,Cheque,SHELL_CO_001,Aditya Trivedi,7942021507,Rajesh Patel,64604.65,2024-03-11,13:00:00,74604.65,500000.0,Business Loan,0.0
89,DEBIT,Cheque,SHELL_CO_001,Aditya Trivedi,LOOP_ALPHA_01,Aditya Nair,64604.65,2024-03-11,11:00:00,10000.0,500000.0,Business Loan,0.0
90,CREDIT,IMPS,4510886562,Amit Verma,SHELL_CO_001,Aditya Trivedi,511971.39,2024-03-14,12:00:00,521971.39,500000.0,Business Loan,0.0
91,DEBIT,UPI,SHELL_CO_001,Aditya Trivedi,LOOP_ALPHA_01,Aditya Nair,127992.85,2024-03-14,13:00:00,393978.54,500000.0,Business Loan,0.0
92,DEBIT,Bank Transfer,SHELL_CO_001,Aditya Trivedi,ACC_RETAIL_001,Zara Pillai,127992.85,2024-03-14,13:00:00,265985.7,500000.0,Business Loan,0.0
93,DEBIT,Cheque,SHELL_CO_001,Aditya Trivedi,7942021507,Rajesh Patel,127992.85,2024-03-14,13:00:00,137992.85,500000.0,Business Loan,0.0
94,DEBIT,IMPS,SHELL_CO_001,Aditya Trivedi,LOOP_BETA_02,Amit Kumar,127992.85,2024-03-14,16:00:00,10000.0,500000.0,Business Loan,0.0
95,CREDIT,RTGS,3291300350,Varun Gupta,SHELL_CO_001,Aditya Trivedi,635150.39,2024-03-17,12:00:00,645150.39,500000.0,Business Loan,0.0
96,DEBIT,NEFT,SHELL_CO_001,Aditya Trivedi,LOOP_ALPHA_01,Aditya Nair,317575.2,2024-03-17,13:00:00,327575.2,500000.0,Business Loan,0.0
97,DEBIT,Cheque,SHELL_CO_001,Aditya Trivedi,ACC_RETAIL_001,Zara Pillai,317575.2,2024-03-17,17:00:00,10000.0,500000.0,Business Loan,0.0
98,CREDIT,Cheque,6636889684,Aryan Verma,SHELL_CO_001,Aditya Trivedi,770293.38,2024-03-20,12:00:00,780293.38,500000.0,Business Loan,0.0
99,DEBIT,UPI,SHELL_CO_001,Aditya Trivedi,LOOP_ALPHA_01,Aditya Nair,385146.69,2024-03-20,14:00:00,395146.69,500000.0,Business Loan,0.0
100,DEBIT,RTGS,SHELL_CO_001,Aditya Trivedi,ACC_RETAIL_001,Zara Pillai,385146.69,2024-03-20,17:00:00,10000.0,500000.0,Business Loan,0.0
101,CREDIT,IMPS,3291300350,Varun Gupta,SHELL_CO_001,Aditya Trivedi,617392.18,2024-03-23,10:00:00,627392.18,500000.0,Business Loan,0.0
102,DEBIT,UPI,SHELL_CO_001,Aditya Trivedi,LOOP_ALPHA_01,Aditya Nair,205797.39,2024-03-23,13:00:00,421594.79,500000.0,Business Loan,0.0
103,DEBIT,IMPS,SHELL_CO_001,Aditya Trivedi,ACC_RETAIL_001,Zara Pillai,205797.39,2024-03-23,13:00:00,215797.39,500000.0,Business Loan,0.0
104,DEBIT,NEFT,SHELL_CO_001,Aditya Trivedi,LOOP_BETA_02,Amit Kumar,205797.39,2024-03-23,12:00:00,10000.0,500000.0,Business Loan,0.0
105,CREDIT,UPI,1566056427,Aditya Iyer,SHELL_CO_001,Aditya Trivedi,666263.57,2024-03-26,13:00:00,676263.57,500000.0,Business Loan,0.0
106,DEBIT,UPI,SHELL_CO_001,Aditya Trivedi,LOOP_ALPHA_01,Aditya Nair,222087.86,2024-03-26,15:00:00,454175.71,500000.0,Business Loan,0.0
107,DEBIT,UPI,SHELL_CO_001,Aditya Trivedi,LOOP_BETA_02,Amit Kumar,222087.86,2024-03-26,14:00:00,232087.86,500000.0,Business Loan,0.0
108,DEBIT,Bank Transfer,SHELL_CO_001,Aditya Trivedi,ACC_RETAIL_001,Zara Pillai,222087.86,2024-03-26,15:00:00,10000.0,500000.0,Business Loan,0.0
109,CREDIT,NEFT,1566056427,Aditya Iyer,SHELL_CO_001,Aditya Trivedi,307065.3,2024-03-29,15:00:00,317065.3,500000.0,Business Loan,0.0
110,DEBIT,Cheque,SHELL_CO_001,Aditya Trivedi,7942021507,Rajesh Patel,153532.65,2024-03-29,20:00:00,163532.65,500000.0,Business Loan,0.0
111,DEBIT,UPI,SHELL_CO_001,Aditya Trivedi,LOOP_ALPHA_01,Aditya Nair,153532.65,2024-03-29,16:00:00,10000.0,500000.0,Business Loan,0.0
112,CREDIT,NEFT,6636889684,Aryan Verma,SHELL_CO_001,Aditya Trivedi,261972.27,2024-04-01,13:00:00,271972.27,500000.0,Business Loan,0.0
113,DEBIT,Cheque,SHELL_CO_001,Aditya Trivedi,ACC_RETAIL_001,Zara Pillai,65493.07,2024-04-01,15:00:00,206479.2,500000.0,Business Loan,0.0
114,DEBIT,NEFT,SHELL_CO_001,Aditya Trivedi,LOOP_BETA_02,Amit Kumar,65493.07,2024-04-01,14:00:00,140986.14,500000.0,Business Loan,0.0
115,DEBIT,IMPS,SHELL_CO_001,Aditya Trivedi,LOOP_ALPHA_01,Aditya Nair,65493.07,2024-04-01,17:00:00,75493.07,500000.0,Business Loan,0.0
116,DEBIT,Cheque,SHELL_CO_001,Aditya Trivedi,7942021507,Rajesh Patel,65493.07,2024-04-01,15:00:00,10000.0,500000.0,Business Loan,0.0
