Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
82,DEBIT,NEFT,LEGIT_HNI_001,Ritika Bose,9826993893,Akash Verma,5769.63,2024-01-19,11:13:00,4244277.33,500000.0,Personal Loan,0.0
97,DEBIT,Cheque,LEGIT_HNI_001,Ritika Bose,6595603986,Zara Mehta,114767.16,2024-01-20,23:48:16,3705817.02,500000.0,Personal Loan,0.0
58,CREDIT,RTGS,8644311151,Sanjay Verma,LEGIT_HNI_001,Ritika Bose,67730.23,2024-01-22,12:11:39,4993005.86,500000.0,Personal Loan,0.0
18,DEBIT,RTGS,LEGIT_HNI_001,Ritika Bose,9553862785,Zara Singh,8523.4,2024-01-23,15:06:55,5290577.68,500000.0,Personal Loan,0.0
72,DEBIT,IMPS,LEGIT_HNI_001,Ritika Bose,1970004816,Kiran Trivedi,116516.16,2024-01-23,12:51:24,4395843.36,500000.0,Personal Loan,0.0
45,DEBIT,NEFT,LEGIT_HNI_001,Ritika Bose,9826993893,Akash Verma,107126.89,2024-01-24,20:53:16,5069211.66,500000.0,Personal Loan,0.0
65,DEBIT,Bank Transfer,LEGIT_HNI_001,Ritika Bose,6595603986,Zara Mehta,83952.77,2024-01-24,07:26:12,4728872.45,500000.0,Personal Loan,0.0
74,DEBIT,NEFT,LEGIT_HNI_001,Ritika Bose,8644311151,Sanjay Verma,21867.76,2024-01-25,08:39:42,4353178.39,500000.0,Personal Loan,0.0
21,CREDIT,Cheque,1970004816,Kiran Trivedi,LEGIT_HNI_001,Ritika Bose,10605.99,2024-01-27,03:14:43,5272903.97,500000.0,Personal Loan,0.0
29,CREDIT,Cheque,6595603986,Zara Mehta,LEGIT_HNI_001,Ritika Bose,109466.64,2024-01-27,05:49:00,5463514.65,500000.0,Personal Loan,0.0
37,DEBIT,IMPS,LEGIT_HNI_001,Ritika Bose,6595603986,Zara Mehta,111418.57,2024-01-27,14:06:08,5140409.73,500000.0,Personal Loan,0.0
57,DEBIT,Bank Transfer,LEGIT_HNI_001,Ritika Bose,9553862785,Zara Singh,5864.05,2024-01-27,23:35:57,4925275.63,500000.0,Personal Loan,0.0
63,DEBIT,NEFT,LEGIT_HNI_001,Ritika Bose,1970004816,Kiran Trivedi,44809.36,2024-01-29,16:40:14,4920680.78,500000.0,Personal Loan,0.0
105,DEBIT,RTGS,LEGIT_HNI_001,Ritika Bose,9826993893,Akash Verma,112421.73,2024-01-29,22:51:57,3352764.19,500000.0,Personal Loan,0.0
94,DEBIT,UPI,LEGIT_HNI_001,Ritika Bose,8644311151,Sanjay Verma,68582.04,2024-01-30,06:46:20,3969006.74,500000.0,Personal Loan,0.0
91,CREDIT,UPI,8644311151,Sanjay Verma,LEGIT_HNI_001,Ritika Bose,72154.35,2024-01-31,11:02:25,4023803.78,500000.0,Personal Loan,0.0
48,DEBIT,IMPS,LEGIT_HNI_001,Ritika Bose,6595603986,Zara Mehta,90616.36,2024-02-01,04:49:54,4924408.52,500000.0,Personal Loan,0.0
1,CREDIT,IMPS,9605842084,Saanvi Sinha,LEGIT_HNI_001,Ritika Bose,798507.9,2024-02-02,00:00:00,4777493.12,3588297.64,Home Loan,4826776.81
27,CREDIT,Cheque,9826993893,Akash Verma,LEGIT_HNI_001,Ritika Bose,118427.07,2024-02-02,16:54:05,5320153.25,500000.0,Personal Loan,0.0
34,DEBIT,IMPS,LEGIT_HNI_001,Ritika Bose,9553862785,Zara Singh,50868.89,2024-02-03,04:00:35,5271295.35,500000.0,Personal Loan,0.0
2,DEBIT,RTGS,LEGIT_HNI_001,Ritika Bose,7348560496,Kavya Rao,252401.45,2024-02-04,00:00:00,4525091.67,4041812.32,Home Loan,4449793.34
19,CREDIT,NEFT,6595603986,Zara Mehta,LEGIT_HNI_001,Ritika Bose,66855.52,2024-02-05,21:11:22,5357433.2,500000.0,Personal Loan,0.0
44,DEBIT,UPI,LEGIT_HNI_001,Ritika Bose,8644311151,Sanjay Verma,51945.13,2024-02-05,11:54:59,5176338.55,500000.0,Personal Loan,0.0
38,DEBIT,IMPS,LEGIT_HNI_001,Ritika Bose,9553862785,Zara Singh,86658.72,2024-02-08,07:21:44,5053751.01,500000.0,Personal Loan,0.0
107,CREDIT,NEFT,9553862785,Zara Singh,LEGIT_HNI_001,Ritika Bose,82511.09,2024-02-08,13:11:56,3507528.02,500000.0,Personal Loan,0.0
39,DEBIT,NEFT,LEGIT_HNI_001,Ritika Bose,1970004816,Kiran Trivedi,83373.05,2024-02-09,04:58:11,4970377.96,500000.0,Personal Loan,0.0
30,CREDIT,UPI,9553862785,Zara Singh,LEGIT_HNI_001,Ritika Bose,7429.29,2024-02-10,07:37:51,5470943.94,500000.0,Personal Loan,0.0
67,DEBIT,NEFT,LEGIT_HNI_001,Ritika Bose,1970004816,Kiran Trivedi,50995.47,2024-02-11,06:53:00,4681577.12,500000.0,Personal Loan,0.0
16,DEBIT,Cheque,LEGIT_HNI_001,Ritika Bose,6595603986,Zara Mehta,100471.62,2024-02-15,04:23:53,5316443.28,500000.0,Personal Loan,0.0
81,DEBIT,Cheque,LEGIT_HNI_001,Ritika Bose,6595603986,Zara Mehta,68262.55,2024-02-17,04:05:21,4250046.96,500000.0,Personal Loan,0.0
25,DEBIT,NEFT,LEGIT_HNI_001,Ritika Bose,9553862785,Zara Singh,114085.47,2024-02-18,15:14:51,5225562.62,500000.0,Personal Loan,0.0
88,DEBIT,UPI,LEGIT_HNI_001,Ritika Bose,9553862785,Zara Singh,2450.7,2024-02-18,11:13:01,4037100.25,500000.0,Personal Loan,0.0
83,DEBIT,IMPS,LEGIT_HNI_001,Ritika Bose,6595603986,Zara Mehta,101064.35,2024-02-19,03:22:01,4143212.98,500000.0,Personal Loan,0.0
103,DEBIT,NEFT,LEGIT_HNI_001,Ritika Bose,8644311151,Sanjay Verma,105519.75,2024-02-19,05:56:45,3516108.09,500000.0,Personal Loan,0.0
101,CREDIT,Cheque,1970004816,Kiran Trivedi,LEGIT_HNI_001,Ritika Bose,116936.79,2024-02-21,18:39:37,3723216.17,500000.0,Personal Loan,0.0
20,DEBIT,NEFT,LEGIT_HNI_001,Ritika Bose,9826993893,Akash Verma,95135.22,2024-02-22,05:44:37,5262297.98,500000.0,Personal Loan,0.0
9,DEBIT,RTGS,LEGIT_HNI_001,Ritika Bose,1970004816,Kiran Trivedi,94745.65,2024-02-25,04:18:11,5370827.17,500000.0,Personal Loan,0.0
42,CREDIT,UPI,1970004816,Kiran Trivedi,LEGIT_HNI_001,Ritika Bose,102745.48,2024-02-26,18:59:49,5201527.01,500000.0,Personal Loan,0.0
93,DEBIT,Bank Transfer,LEGIT_HNI_001,Ritika Bose,9553862785,Zara Singh,49725.82,2024-02-27,06:22:03,4037588.78,500000.0,Personal Loan,0.0
75,DEBIT,IMPS,LEGIT_HNI_001,Ritika Bose,8644311151,Sanjay Verma,38678.47,2024-03-01,09:28:52,4314499.92,500000.0,Personal Loan,0.0
47,DEBIT,RTGS,LEGIT_HNI_001,Ritika Bose,1970004816,Kiran Trivedi,47924.1,2024-03-02,18:01:58,5015024.88,500000.0,Personal Loan,0.0
3,CREDIT,RTGS,9605842084,Saanvi Sinha,LEGIT_HNI_001,Ritika Bose,388309.15,2024-03-03,00:00:00,4913400.82,1157324.73,Home Loan,4920818.38
70,CREDIT,Bank Transfer,6595603986,Zara Mehta,LEGIT_HNI_001,Ritika Bose,101187.04,2024-03-03,11:04:16,4607291.96,500000.0,Personal Loan,0.0
4,DEBIT,IMPS,LEGIT_HNI_001,Ritika Bose,7348560496,Kavya Rao,139703.56,2024-03-05,00:00:00,4773697.26,4585842.79,Home Loan,6153085.29
36,CREDIT,UPI,9826993893,Akash Verma,LEGIT_HNI_001,Ritika Bose,9750.04,2024-03-07,01:58:42,5251828.3,500000.0,Personal Loan,0.0
61,DEBIT,Bank Transfer,LEGIT_HNI_001,Ritika Bose,6595603986,Zara Mehta,45364.84,2024-03-07,18:15:26,4908540.64,500000.0,Personal Loan,0.0
69,DEBIT,Cheque,LEGIT_HNI_001,Ritika Bose,9553862785,Zara Singh,79035.5,2024-03-07,21:36:12,4506104.92,500000.0,Personal Loan,0.0
60,CREDIT,IMPS,9553862785,Zara Singh,LEGIT_HNI_001,Ritika Bose,39135.19,2024-03-09,15:23:54,4953905.48,500000.0,Personal Loan,0.0
79,CREDIT,Cheque,9826993893,Akash Verma,LEGIT_HNI_001,Ritika Bose,19570.34,2024-03-09,12:03:41,4260914.14,500000.0,Personal Loan,0.0
23,DEBIT,UPI,LEGIT_HNI_001,Ritika Bose,9553862785,Zara Singh,18027.46,2024-03-11,16:23:57,5361419.41,500000.0,Personal Loan,0.0
53,CREDIT,IMPS,9553862785,Zara Singh,LEGIT_HNI_001,Ritika Bose,9413.13,2024-03-12,01:11:27,4872326.79,500000.0,Personal Loan,0.0
84,DEBIT,IMPS,LEGIT_HNI_001,Ritika Bose,9826993893,Akash Verma,77316.21,2024-03-12,08:05:16,4065896.77,500000.0,Personal Loan,0.0
77,DEBIT,NEFT,LEGIT_HNI_001,Ritika Bose,8644311151,Sanjay Verma,54363.06,2024-03-13,10:58:46,4192200.88,500000.0,Personal Loan,0.0
54,DEBIT,RTGS,LEGIT_HNI_001,Ritika Bose,9826993893,Akash Verma,33104.94,2024-03-14,20:56:36,4839221.85,500000.0,Personal Loan,0.0
106,CREDIT,IMPS,8644311151,Sanjay Verma,LEGIT_HNI_001,Ritika Bose,72252.74,2024-03-14,11:44:44,3425016.93,500000.0,Personal Loan,0.0
102,DEBIT,RTGS,LEGIT_HNI_001,Ritika Bose,8644311151,Sanjay Verma,101588.33,2024-03-19,02:07:49,3621627.84,500000.0,Personal Loan,0.0
24,DEBIT,Cheque,LEGIT_HNI_001,Ritika Bose,1970004816,Kiran Trivedi,21771.32,2024-03-21,06:33:13,5339648.09,500000.0,Personal Loan,0.0
86,DEBIT,NEFT,LEGIT_HNI_001,Ritika Bose,9826993893,Akash Verma,59365.38,2024-03-22,18:37:30,3995584.23,500000.0,Personal Loan,0.0
68,DEBIT,UPI,LEGIT_HNI_001,Ritika Bose,9826993893,Akash Verma,96436.7,2024-03-27,12:13:44,4585140.42,500000.0,Personal Loan,0.0
76,DEBIT,IMPS,LEGIT_HNI_001,Ritika Bose,1970004816,Kiran Trivedi,67935.98,2024-03-30,11:32:22,4246563.94,500000.0,Personal Loan,0.0
62,CREDIT,IMPS,9826993893,Akash Verma,LEGIT_HNI_001,Ritika Bose,56949.5,2024-03-31,19:24:02,4965490.14,500000.0,Personal Loan,0.0
85,DEBIT,Bank Transfer,LEGIT_HNI_001,Ritika Bose,6595603986,Zara Mehta,10947.16,2024-03-31,03:10:52,4054949.61,500000.0,Personal Loan,0.0
66,CREDIT,RTGS,6595603986,Zara Mehta,LEGIT_HNI_001,Ritika Bose,3700.14,2024-04-01,19:42:46,4732572.59,500000.0,Personal Loan,0.0
5,CREDIT,RTGS,9605842084,Saanvi Sinha,LEGIT_HNI_001,Ritika Bose,543251.77,2024-04-02,00:00:00,5316949.03,4540856.62,Home Loan,5189918.75
22,CREDIT,Cheque,6595603986,Zara Mehta,LEGIT_HNI_001,Ritika Bose,106542.9,2024-04-02,17:19:51,5379446.87,500000.0,Personal Loan,0.0
6,DEBIT,RTGS,LEGIT_HNI_001,Ritika Bose,8606346821,Sunita Chaudhary,178180.38,2024-04-04,00:00:00,5138768.65,1101458.42,Home Loan,7981917.8
52,CREDIT,NEFT,6595603986,Zara Mehta,LEGIT_HNI_001,Ritika Bose,45080.03,2024-04-04,23:03:41,4862913.66,500000.0,Personal Loan,0.0
73,DEBIT,IMPS,LEGIT_HNI_001,Ritika Bose,8644311151,Sanjay Verma,20797.21,2024-04-05,19:29:25,4375046.15,500000.0,Personal Loan,0.0
87,CREDIT,IMPS,8644311151,Sanjay Verma,LEGIT_HNI_001,Ritika Bose,43966.72,2024-04-05,15:34:11,4039550.95,500000.0,Personal Loan,0.0
33,DEBIT,Bank Transfer,LEGIT_HNI_001,Ritika Bose,8644311151,Sanjay Verma,9432.28,2024-04-06,16:11:43,5322164.24,500000.0,Personal Loan,0.0
46,DEBIT,NEFT,LEGIT_HNI_001,Ritika Bose,6595603986,Zara Mehta,6262.68,2024-04-07,18:21:28,5062948.98,500000.0,Personal Loan,0.0
90,DEBIT,RTGS,LEGIT_HNI_001,Ritika Bose,6595603986,Zara Mehta,96875.06,2024-04-07,15:04:49,3951649.43,500000.0,Personal Loan,0.0
55,CREDIT,Bank Transfer,9553862785,Zara Singh,LEGIT_HNI_001,Ritika Bose,10634.13,2024-04-08,01:59:44,4849855.98,500000.0,Personal Loan,0.0
89,CREDIT,UPI,6595603986,Zara Mehta,LEGIT_HNI_001,Ritika Bose,11424.24,2024-04-08,15:07:54,4048524.49,500000.0,Personal Loan,0.0
50,DEBIT,NEFT,LEGIT_HNI_001,Ritika Bose,9826993893,Akash Verma,84693.23,2024-04-09,21:15:01,4761646.11,500000.0,Personal Loan,0.0
17,DEBIT,Bank Transfer,LEGIT_HNI_001,Ritika Bose,8644311151,Sanjay Verma,17342.2,2024-04-11,01:39:35,5299101.08,500000.0,Personal Loan,0.0
40,CREDIT,RTGS,8644311151,Sanjay Verma,LEGIT_HNI_001,Ritika Bose,55570.89,2024-04-11,12:30:33,5025948.85,500000.0,Personal Loan,0.0
78,CREDIT,UPI,6595603986,Zara Mehta,LEGIT_HNI_001,Ritika Bose,49142.92,2024-04-12,05:17:35,4241343.8,500000.0,Personal Loan,0.0
32,DEBIT,UPI,LEGIT_HNI_001,Ritika Bose,8644311151,Sanjay Verma,64945.92,2024-04-14,01:03:29,5331596.52,500000.0,Personal Loan,0.0
71,DEBIT,RTGS,LEGIT_HNI_001,Ritika Bose,8644311151,Sanjay Verma,94932.44,2024-04-15,09:27:59,4512359.52,500000.0,Personal Loan,0.0
95,DEBIT,IMPS,LEGIT_HNI_001,Ritika Bose,9553862785,Zara Singh,59379.69,2024-04-20,21:18:24,3909627.05,500000.0,Personal Loan,0.0
43,CREDIT,IMPS,6595603986,Zara Mehta,LEGIT_HNI_001,Ritika Bose,26756.67,2024-04-21,16:50:55,5228283.68,500000.0,Personal Loan,0.0
35,DEBIT,UPI,LEGIT_HNI_001,Ritika Bose,6595603986,Zara Mehta,29217.09,2024-04-25,07:16:48,5242078.26,500000.0,Personal Loan,0.0
51,CREDIT,RTGS,8644311151,Sanjay Verma,LEGIT_HNI_001,Ritika Bose,56187.52,2024-04-25,14:45:31,4817833.63,500000.0,Personal Loan,0.0
59,DEBIT,Cheque,LEGIT_HNI_001,Ritika Bose,9826993893,Akash Verma,78235.57,2024-04-25,07:38:18,4914770.29,500000.0,Personal Loan,0.0
100,DEBIT,Cheque,LEGIT_HNI_001,Ritika Bose,6595603986,Zara Mehta,58177.82,2024-04-25,09:23:24,3606279.38,500000.0,Personal Loan,0.0
13,DEBIT,NEFT,LEGIT_HNI_001,Ritika Bose,1970004816,Kiran Trivedi,2709.46,2024-04-29,11:11:23,5534328.79,500000.0,Personal Loan,0.0
41,CREDIT,Bank Transfer,9826993893,Akash Verma,LEGIT_HNI_001,Ritika Bose,72832.68,2024-04-29,06:11:13,5098781.53,500000.0,Personal Loan,0.0
98,CREDIT,RTGS,6595603986,Zara Mehta,LEGIT_HNI_001,Ritika Bose,50641.66,2024-04-30,23:28:33,3756458.68,500000.0,Personal Loan,0.0
7,CREDIT,IMPS,9605842084,Saanvi Sinha,LEGIT_HNI_001,Ritika Bose,544616.28,2024-05-02,00:00:00,5683384.93,1251970.52,Home Loan,5702760.24
8,DEBIT,IMPS,LEGIT_HNI_001,Ritika Bose,7348560496,Kavya Rao,217812.11,2024-05-04,00:00:00,5465572.82,4866296.56,Home Loan,3082091.43
10,CREDIT,RTGS,6595603986,Zara Mehta,LEGIT_HNI_001,Ritika Bose,80410.65,2024-05-04,19:32:08,5451237.82,500000.0,Personal Loan,0.0
80,CREDIT,Cheque,9553862785,Zara Singh,LEGIT_HNI_001,Ritika Bose,57395.37,2024-05-04,20:53:19,4318309.51,500000.0,Personal Loan,0.0
