Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
68,CREDIT,NEFT,8825544304,Priya Agarwal,VELO_BURST_001,Aarav Sinha,4276.59,2024-03-11,22:57:40,565976.96,500000.0,Personal Loan,0.0
6,DEBIT,UPI,VELO_BURST_001,Aarav Sinha,8111389362,Tanvi Agarwal,21575.75,2024-03-13,21:50:32,568169.48,500000.0,Personal Loan,0.0
21,DEBIT,RTGS,VELO_BURST_001,Aarav Sinha,9119337640,Ritika Reddy,32414.23,2024-03-14,20:34:04,622261.19,500000.0,Personal Loan,0.0
36,CREDIT,Bank Transfer,3744126400,Kiran Iyer,VELO_BURST_001,Aarav Sinha,14288.77,2024-03-15,17:35:11,764051.15,500000.0,Personal Loan,0.0
88,DEBIT,Bank Transfer,VELO_BURST_001,Aarav Sinha,8111389362,Tanvi Agarwal,17261.32,2024-03-15,10:21:14,-491356.89,500000.0,Personal Loan,0.0
3,CREDIT,UPI,8111389362,Tanvi Agarwal,VELO_BURST_001,Aarav Sinha,35061.6,2024-03-16,20:19:16,490097.0,500000.0,Personal Loan,0.0
27,DEBIT,Cheque,VELO_BURST_001,Aarav Sinha,4573746499,Ravi Nair,39830.41,2024-03-16,22:25:39,577226.05,500000.0,Personal Loan,0.0
43,DEBIT,NEFT,VELO_BURST_001,Aarav Sinha,7944675764,Kavya Mishra,13534.76,2024-03-16,00:46:56,685728.83,500000.0,Personal Loan,0.0
77,DEBIT,RTGS,VELO_BURST_001,Aarav Sinha,9119337640,Ritika Reddy,11911.33,2024-03-17,05:27:52,301623.77,500000.0,Personal Loan,0.0
15,DEBIT,Bank Transfer,VELO_BURST_001,Aarav Sinha,4955816119,Varun Tiwari,49042.31,2024-03-18,14:33:22,711239.67,500000.0,Personal Loan,0.0
17,DEBIT,IMPS,VELO_BURST_001,Aarav Sinha,4955816119,Varun Tiwari,54143.4,2024-03-21,23:23:01,701683.7,500000.0,Personal Loan,0.0
30,DEBIT,NEFT,VELO_BURST_001,Aarav Sinha,9119337640,Ritika Reddy,13048.41,2024-03-21,23:51:45,615640.98,500000.0,Personal Loan,0.0
107,CREDIT,Cheque,4083121646,Rajesh Sinha,VELO_BURST_001,Aarav Sinha,27449.71,2024-03-21,21:01:20,-473669.77,500000.0,Personal Loan,0.0
8,CREDIT,Bank Transfer,9119337640,Ritika Reddy,VELO_BURST_001,Aarav Sinha,26974.11,2024-03-22,08:45:51,649487.72,500000.0,Personal Loan,0.0
57,DEBIT,Bank Transfer,VELO_BURST_001,Aarav Sinha,3744126400,Kiran Iyer,3519.5,2024-03-22,20:38:43,633600.28,500000.0,Personal Loan,0.0
31,CREDIT,Bank Transfer,9119337640,Ritika Reddy,VELO_BURST_001,Aarav Sinha,11816.81,2024-03-23,16:06:01,627457.79,500000.0,Personal Loan,0.0
79,CREDIT,NEFT,3744126400,Kiran Iyer,VELO_BURST_001,Aarav Sinha,57736.03,2024-03-25,06:34:44,371734.07,500000.0,Personal Loan,0.0
20,CREDIT,UPI,4083121646,Rajesh Sinha,VELO_BURST_001,Aarav Sinha,51269.73,2024-03-26,23:01:02,654675.42,500000.0,Personal Loan,0.0
95,DEBIT,Bank Transfer,VELO_BURST_001,Aarav Sinha,9119337640,Ritika Reddy,24744.94,2024-03-28,19:07:44,-474637.61,500000.0,Personal Loan,0.0
48,DEBIT,NEFT,VELO_BURST_001,Aarav Sinha,8825544304,Priya Agarwal,21823.6,2024-03-29,04:59:51,525891.85,500000.0,Personal Loan,0.0
29,CREDIT,UPI,4955816119,Varun Tiwari,VELO_BURST_001,Aarav Sinha,35409.06,2024-03-30,15:03:29,628689.39,500000.0,Personal Loan,0.0
4,CREDIT,Cheque,9119337640,Ritika Reddy,VELO_BURST_001,Aarav Sinha,46444.44,2024-03-31,16:42:05,536541.44,500000.0,Personal Loan,0.0
91,CREDIT,RTGS,4955816119,Varun Tiwari,VELO_BURST_001,Aarav Sinha,30579.24,2024-04-01,17:08:30,-427851.69,500000.0,Personal Loan,0.0
70,DEBIT,RTGS,VELO_BURST_001,Aarav Sinha,4083121646,Rajesh Sinha,19076.34,2024-04-02,18:49:20,519406.5,500000.0,Personal Loan,0.0
101,CREDIT,Bank Transfer,4955816119,Varun Tiwari,VELO_BURST_001,Aarav Sinha,10922.28,2024-04-03,10:55:58,-481692.1,500000.0,Personal Loan,0.0
59,CREDIT,IMPS,7944675764,Kavya Mishra,VELO_BURST_001,Aarav Sinha,9777.02,2024-04-05,23:39:00,627910.71,500000.0,Personal Loan,0.0
74,DEBIT,NEFT,VELO_BURST_001,Aarav Sinha,8111389362,Tanvi Agarwal,42119.61,2024-04-05,04:29:53,389482.07,500000.0,Personal Loan,0.0
90,CREDIT,UPI,3744126400,Kiran Iyer,VELO_BURST_001,Aarav Sinha,4631.93,2024-04-05,13:25:09,-458430.93,500000.0,Personal Loan,0.0
71,DEBIT,NEFT,VELO_BURST_001,Aarav Sinha,4955816119,Varun Tiwari,39473.89,2024-04-06,18:13:42,479932.61,500000.0,Personal Loan,0.0
33,CREDIT,RTGS,4955816119,Varun Tiwari,VELO_BURST_001,Aarav Sinha,51460.32,2024-04-08,01:59:08,674315.21,500000.0,Personal Loan,0.0
62,DEBIT,NEFT,VELO_BURST_001,Aarav Sinha,4573746499,Ravi Nair,40937.67,2024-04-10,07:26:52,536802.17,500000.0,Personal Loan,0.0
28,CREDIT,IMPS,3744126400,Kiran Iyer,VELO_BURST_001,Aarav Sinha,16054.28,2024-04-13,15:39:29,593280.33,500000.0,Personal Loan,0.0
69,DEBIT,UPI,VELO_BURST_001,Aarav Sinha,3744126400,Kiran Iyer,27494.12,2024-04-13,10:24:35,538482.84,500000.0,Personal Loan,0.0
5,CREDIT,Bank Transfer,8111389362,Tanvi Agarwal,VELO_BURST_001,Aarav Sinha,53203.79,2024-04-15,06:34:04,589745.23,500000.0,Personal Loan,0.0
16,CREDIT,RTGS,9119337640,Ritika Reddy,VELO_BURST_001,Aarav Sinha,44587.43,2024-04-15,17:34:06,755827.1,500000.0,Personal Loan,0.0
46,DEBIT,Cheque,VELO_BURST_001,Aarav Sinha,3744126400,Kiran Iyer,58738.17,2024-04-17,02:15:27,572171.34,500000.0,Personal Loan,0.0
54,CREDIT,Cheque,9119337640,Ritika Reddy,VELO_BURST_001,Aarav Sinha,8866.46,2024-04-21,05:17:53,607945.14,500000.0,Personal Loan,0.0
7,CREDIT,UPI,9119337640,Ritika Reddy,VELO_BURST_001,Aarav Sinha,54344.13,2024-04-22,13:32:02,622513.61,500000.0,Personal Loan,0.0
89,CREDIT,IMPS,8111389362,Tanvi Agarwal,VELO_BURST_001,Aarav Sinha,28294.03,2024-04-22,21:04:46,-463062.86,500000.0,Personal Loan,0.0
40,DEBIT,NEFT,VELO_BURST_001,Aarav Sinha,9119337640,Ritika Reddy,51420.81,2024-04-24,03:55:41,744723.9,500000.0,Personal Loan,0.0
51,DEBIT,IMPS,VELO_BURST_001,Aarav Sinha,4573746499,Ravi Nair,10037.44,2024-04-24,05:01:42,489764.88,500000.0,Personal Loan,0.0
63,DEBIT,UPI,VELO_BURST_001,Aarav Sinha,7944675764,Kavya Mishra,57372.55,2024-04-24,22:27:59,479429.62,500000.0,Personal Loan,0.0
94,CREDIT,Cheque,4955816119,Varun Tiwari,VELO_BURST_001,Aarav Sinha,21628.92,2024-04-25,22:01:09,-449892.67,500000.0,Personal Loan,0.0
73,DEBIT,NEFT,VELO_BURST_001,Aarav Sinha,4573746499,Ravi Nair,12374.96,2024-04-26,16:33:16,431601.68,500000.0,Personal Loan,0.0
14,DEBIT,RTGS,VELO_BURST_001,Aarav Sinha,9119337640,Ritika Reddy,10027.68,2024-04-27,21:11:44,760281.98,500000.0,Personal Loan,0.0
12,DEBIT,Bank Transfer,VELO_BURST_001,Aarav Sinha,3744126400,Kiran Iyer,20264.47,2024-05-01,20:09:29,714606.16,500000.0,Personal Loan,0.0
92,DEBIT,Bank Transfer,VELO_BURST_001,Aarav Sinha,9119337640,Ritika Reddy,34516.91,2024-05-01,15:03:52,-462368.6,500000.0,Personal Loan,0.0
61,DEBIT,UPI,VELO_BURST_001,Aarav Sinha,4083121646,Rajesh Sinha,25698.17,2024-05-02,09:49:30,577739.84,500000.0,Personal Loan,0.0
19,DEBIT,RTGS,VELO_BURST_001,Aarav Sinha,8825544304,Priya Agarwal,49394.22,2024-05-03,04:23:19,603405.69,500000.0,Personal Loan,0.0
47,DEBIT,IMPS,VELO_BURST_001,Aarav Sinha,4083121646,Rajesh Sinha,24455.89,2024-05-04,20:12:17,547715.45,500000.0,Personal Loan,0.0
96,CREDIT,UPI,8111389362,Tanvi Agarwal,VELO_BURST_001,Aarav Sinha,14800.28,2024-05-12,20:29:05,-459837.33,500000.0,Personal Loan,0.0
102,CREDIT,IMPS,4955816119,Varun Tiwari,VELO_BURST_001,Aarav Sinha,30914.27,2024-05-21,12:08:04,-450777.83,500000.0,Personal Loan,0.0
99,DEBIT,UPI,VELO_BURST_001,Aarav Sinha,4573746499,Ravi Nair,32072.57,2024-06-05,22:24:09,-478596.48,500000.0,Personal Loan,0.0
97,CREDIT,Bank Transfer,7944675764,Kavya Mishra,VELO_BURST_001,Aarav Sinha,25642.45,2024-06-06,06:33:00,-434194.88,500000.0,Personal Loan,0.0
103,DEBIT,RTGS,VELO_BURST_001,Aarav Sinha,4083121646,Rajesh Sinha,23187.94,2024-06-09,06:23:40,-473965.77,500000.0,Personal Loan,0.0
106,DEBIT,IMPS,VELO_BURST_001,Aarav Sinha,4083121646,Rajesh Sinha,32752.5,2024-06-09,18:58:18,-501119.48,500000.0,Personal Loan,0.0
105,CREDIT,IMPS,7944675764,Kavya Mishra,VELO_BURST_001,Aarav Sinha,19778.33,2024-06-17,19:33:01,-468366.98,500000.0,Personal Loan,0.0
104,DEBIT,NEFT,VELO_BURST_001,Aarav Sinha,7944675764,Kavya Mishra,14179.54,2024-06-20,17:16:33,-488145.31,500000.0,Personal Loan,0.0
