Sl No,Transaction Type,Mode,From Account,From Name,To Account,To Name,Amount,Date,Time,Savings Balance,FD Amount,Loan Type,Outstanding Loan
33,DEBIT,IMPS,ACC_RETAIL_002,Ishaan Chaudhary,5492496998,Rohit Mishra,42991.1,2024-01-21,19:40:07,724739.38,500000.0,Personal Loan,0.0
34,CREDIT,IMPS,8275679594,Vikram Reddy,ACC_RETAIL_002,Ishaan Chaudhary,5941.35,2024-01-21,00:32:27,730680.73,500000.0,Personal Loan,0.0
157,DEBIT,IMPS,ACC_RETAIL_002,Ishaan Chaudhary,6554972315,Saanvi Sinha,47839.41,2024-01-21,22:45:22,898477.1,500000.0,Personal Loan,0.0
166,CREDIT,Bank Transfer,1625217504,Aryan Singh,ACC_RETAIL_002,Ishaan Chaudhary,17595.84,2024-01-21,13:29:27,922499.47,500000.0,Personal Loan,0.0
110,CREDIT,IMPS,5492496998,Rohit Mishra,ACC_RETAIL_002,Ishaan Chaudhary,32673.05,2024-01-22,01:23:40,689581.85,500000.0,Personal Loan,0.0
122,CREDIT,IMPS,6904897514,Varun Yadav,ACC_RETAIL_002,Ishaan Chaudhary,36891.76,2024-01-22,01:36:51,916406.63,500000.0,Personal Loan,0.0
174,CREDIT,Cheque,1625217504,Aryan Singh,ACC_RETAIL_002,Ishaan Chaudhary,42435.03,2024-01-22,09:37:44,940614.27,500000.0,Personal Loan,0.0
1,CREDIT,UPI,1730074215,Varun Tiwari,ACC_RETAIL_002,Ishaan Chaudhary,12421.07,2024-01-23,08:27:13,422996.06,500000.0,Personal Loan,0.0
116,CREDIT,UPI,9035194895,Akash Pillai,ACC_RETAIL_002,Ishaan Chaudhary,28964.85,2024-01-23,10:36:17,823727.27,500000.0,Personal Loan,0.0
60,CREDIT,NEFT,5492496998,Rohit Mishra,ACC_RETAIL_002,Ishaan Chaudhary,44225.44,2024-01-25,22:29:41,637592.1,500000.0,Personal Loan,0.0
136,DEBIT,RTGS,ACC_RETAIL_002,Ishaan Chaudhary,9929101065,Arjun Das,40154.25,2024-01-25,01:08:01,1014840.35,500000.0,Personal Loan,0.0
70,DEBIT,UPI,ACC_RETAIL_002,Ishaan Chaudhary,6904897514,Varun Yadav,20549.1,2024-01-26,22:30:18,516101.47,500000.0,Personal Loan,0.0
158,CREDIT,Bank Transfer,9929101065,Arjun Das,ACC_RETAIL_002,Ishaan Chaudhary,5124.71,2024-01-26,21:32:49,903601.81,500000.0,Personal Loan,0.0
75,DEBIT,RTGS,ACC_RETAIL_002,Ishaan Chaudhary,4419410162,Tanvi Trivedi,7748.99,2024-01-27,21:55:57,491329.28,500000.0,Personal Loan,0.0
144,DEBIT,NEFT,ACC_RETAIL_002,Ishaan Chaudhary,7576309274,Rahul Singh,42714.9,2024-01-27,16:12:21,950338.54,500000.0,Personal Loan,0.0
129,DEBIT,Cheque,ACC_RETAIL_002,Ishaan Chaudhary,6904897514,Varun Yadav,47845.7,2024-01-28,18:03:58,945493.57,500000.0,Personal Loan,0.0
141,DEBIT,Bank Transfer,ACC_RETAIL_002,Ishaan Chaudhary,9035194895,Akash Pillai,6115.71,2024-01-28,18:10:10,1071176.31,500000.0,Personal Loan,0.0
95,DEBIT,RTGS,ACC_RETAIL_002,Ishaan Chaudhary,7576309274,Rahul Singh,11102.54,2024-01-29,08:14:53,575766.29,500000.0,Personal Loan,0.0
100,CREDIT,RTGS,7576309274,Rahul Singh,ACC_RETAIL_002,Ishaan Chaudhary,37743.36,2024-02-03,19:26:33,611534.73,500000.0,Personal Loan,0.0
148,DEBIT,NEFT,ACC_RETAIL_002,Ishaan Chaudhary,5492496998,Rohit Mishra,49264.06,2024-02-04,17:59:12,957292.13,500000.0,Personal Loan,0.0
85,DEBIT,UPI,ACC_RETAIL_002,Ishaan Chaudhary,8275679594,Vikram Reddy,32483.29,2024-02-05,15:56:17,558177.12,500000.0,Personal Loan,0.0
4,DEBIT,IMPS,ACC_RETAIL_002,Ishaan Chaudhary,9035194895,Akash Pillai,48120.44,2024-02-06,16:37:58,406444.15,500000.0,Personal Loan,0.0
14,CREDIT,IMPS,5492496998,Rohit Mishra,ACC_RETAIL_002,Ishaan Chaudhary,45717.61,2024-02-06,17:32:36,566614.64,500000.0,Personal Loan,0.0
112,CREDIT,RTGS,8275679594,Vikram Reddy,ACC_RETAIL_002,Ishaan Chaudhary,45339.95,2024-02-06,07:51:06,758808.32,500000.0,Personal Loan,0.0
120,DEBIT,IMPS,ACC_RETAIL_002,Ishaan Chaudhary,6904897514,Varun Yadav,19650.63,2024-02-06,00:35:28,861947.15,500000.0,Personal Loan,0.0
17,DEBIT,NEFT,ACC_RETAIL_002,Ishaan Chaudhary,8275679594,Vikram Reddy,39638.76,2024-02-07,19:32:09,555910.22,500000.0,Personal Loan,0.0
18,CREDIT,UPI,9929101065,Arjun Das,ACC_RETAIL_002,Ishaan Chaudhary,33805.0,2024-02-07,21:16:59,589715.22,500000.0,Personal Loan,0.0
55,DEBIT,RTGS,ACC_RETAIL_002,Ishaan Chaudhary,9035194895,Akash Pillai,46489.67,2024-02-08,01:03:14,618429.86,500000.0,Personal Loan,0.0
130,CREDIT,Cheque,4403845222,Tanvi Rao,ACC_RETAIL_002,Ishaan Chaudhary,46253.37,2024-02-08,03:00:28,991746.94,500000.0,Personal Loan,0.0
6,CREDIT,Cheque,9035194895,Akash Pillai,ACC_RETAIL_002,Ishaan Chaudhary,28953.19,2024-02-11,00:47:55,415855.02,500000.0,Personal Loan,0.0
22,DEBIT,NEFT,ACC_RETAIL_002,Ishaan Chaudhary,8275679594,Vikram Reddy,7418.96,2024-02-12,17:56:09,617023.58,500000.0,Personal Loan,0.0
11,DEBIT,NEFT,ACC_RETAIL_002,Ishaan Chaudhary,8275679594,Vikram Reddy,31559.18,2024-02-13,16:02:59,474951.04,500000.0,Personal Loan,0.0
59,DEBIT,Bank Transfer,ACC_RETAIL_002,Ishaan Chaudhary,6904897514,Varun Yadav,17374.35,2024-02-13,11:48:37,593366.66,500000.0,Personal Loan,0.0
90,DEBIT,Cheque,ACC_RETAIL_002,Ishaan Chaudhary,6904897514,Varun Yadav,33348.8,2024-02-13,23:53:10,478792.3,500000.0,Personal Loan,0.0
132,DEBIT,Bank Transfer,ACC_RETAIL_002,Ishaan Chaudhary,6554972315,Saanvi Sinha,16732.04,2024-02-13,16:14:07,953199.85,500000.0,Personal Loan,0.0
46,DEBIT,IMPS,ACC_RETAIL_002,Ishaan Chaudhary,1625217504,Aryan Singh,5206.75,2024-02-14,09:16:48,660759.5,500000.0,Personal Loan,0.0
78,CREDIT,UPI,9929101065,Arjun Das,ACC_RETAIL_002,Ishaan Chaudhary,31413.83,2024-02-14,05:29:46,584095.72,500000.0,Personal Loan,0.0
140,CREDIT,IMPS,1625217504,Aryan Singh,ACC_RETAIL_002,Ishaan Chaudhary,26708.26,2024-02-14,23:38:59,1077292.02,500000.0,Personal Loan,0.0
20,DEBIT,RTGS,ACC_RETAIL_002,Ishaan Chaudhary,4403845222,Tanvi Rao,44269.62,2024-02-15,22:12:44,592490.05,500000.0,Personal Loan,0.0
42,CREDIT,Bank Transfer,9035194895,Akash Pillai,ACC_RETAIL_002,Ishaan Chaudhary,29475.55,2024-02-15,13:52:05,664105.2,500000.0,Personal Loan,0.0
83,CREDIT,UPI,4419410162,Tanvi Trivedi,ACC_RETAIL_002,Ishaan Chaudhary,28797.01,2024-02-15,22:01:39,542753.15,500000.0,Personal Loan,0.0
32,CREDIT,Bank Transfer,4419410162,Tanvi Trivedi,ACC_RETAIL_002,Ishaan Chaudhary,40746.12,2024-02-16,05:22:20,767730.48,500000.0,Personal Loan,0.0
49,DEBIT,UPI,ACC_RETAIL_002,Ishaan Chaudhary,4403845222,Tanvi Rao,47852.92,2024-02-16,04:27:01,642124.28,500000.0,Personal Loan,0.0
52,CREDIT,IMPS,4880176825,Saanvi Gupta,ACC_RETAIL_002,Ishaan Chaudhary,11600.12,2024-02-18,20:15:10,638196.53,500000.0,Personal Loan,0.0
56,DEBIT,RTGS,ACC_RETAIL_002,Ishaan Chaudhary,6904897514,Varun Yadav,38239.27,2024-02-18,00:13:20,580190.59,500000.0,Personal Loan,0.0
74,DEBIT,RTGS,ACC_RETAIL_002,Ishaan Chaudhary,6904897514,Varun Yadav,25742.63,2024-02-18,23:29:59,499078.27,500000.0,Personal Loan,0.0
133,CREDIT,NEFT,7576309274,Rahul Singh,ACC_RETAIL_002,Ishaan Chaudhary,8748.92,2024-02-18,16:16:46,961948.77,500000.0,Personal Loan,0.0
172,CREDIT,NEFT,1730074215,Varun Tiwari,ACC_RETAIL_002,Ishaan Chaudhary,12416.07,2024-02-19,01:46:17,928256.42,500000.0,Personal Loan,0.0
48,DEBIT,Bank Transfer,ACC_RETAIL_002,Ishaan Chaudhary,9035194895,Akash Pillai,5279.94,2024-02-21,04:44:14,689977.2,500000.0,Personal Loan,0.0
86,CREDIT,UPI,6904897514,Varun Yadav,ACC_RETAIL_002,Ishaan Chaudhary,30685.37,2024-02-21,10:17:59,588862.49,500000.0,Personal Loan,0.0
139,CREDIT,NEFT,6904897514,Varun Yadav,ACC_RETAIL_002,Ishaan Chaudhary,34113.57,2024-02-21,16:09:48,1050583.76,500000.0,Personal Loan,0.0
23,DEBIT,IMPS,ACC_RETAIL_002,Ishaan Chaudhary,5492496998,Rohit Mishra,44419.34,2024-02-23,16:30:59,572604.24,500000.0,Personal Loan,0.0
138,DEBIT,NEFT,ACC_RETAIL_002,Ishaan Chaudhary,6904897514,Varun Yadav,32435.56,2024-02-23,20:39:09,1016470.19,500000.0,Personal Loan,0.0
168,DEBIT,UPI,ACC_RETAIL_002,Ishaan Chaudhary,6554972315,Saanvi Sinha,5292.18,2024-02-23,22:24:18,933503.53,500000.0,Personal Loan,0.0
28,CREDIT,RTGS,8275679594,Vikram Reddy,ACC_RETAIL_002,Ishaan Chaudhary,32418.93,2024-02-24,10:02:40,591483.79,500000.0,Personal Loan,0.0
72,DEBIT,Cheque,ACC_RETAIL_002,Ishaan Chaudhary,4880176825,Saanvi Gupta,20322.27,2024-02-24,11:17:48,541807.8,500000.0,Personal Loan,0.0
150,CREDIT,Bank Transfer,6554972315,Saanvi Sinha,ACC_RETAIL_002,Ishaan Chaudhary,4767.67,2024-02-24,17:25:39,933232.07,500000.0,Personal Loan,0.0
69,CREDIT,UPI,1730074215,Varun Tiwari,ACC_RETAIL_002,Ishaan Chaudhary,29000.08,2024-02-25,23:18:24,536650.57,500000.0,Personal Loan,0.0
163,CREDIT,UPI,9929101065,Arjun Das,ACC_RETAIL_002,Ishaan Chaudhary,24405.77,2024-02-25,10:49:45,938899.01,500000.0,Personal Loan,0.0
175,DEBIT,Bank Transfer,ACC_RETAIL_002,Ishaan Chaudhary,8275679594,Vikram Reddy,20461.08,2024-02-25,01:51:45,920153.19,500000.0,Personal Loan,0.0
24,CREDIT,Cheque,4403845222,Tanvi Rao,ACC_RETAIL_002,Ishaan Chaudhary,37285.44,2024-02-27,21:23:03,609889.68,500000.0,Personal Loan,0.0
114,DEBIT,Bank Transfer,ACC_RETAIL_002,Ishaan Chaudhary,4419410162,Tanvi Trivedi,6531.49,2024-02-27,23:15:48,788774.95,500000.0,Personal Loan,0.0
117,DEBIT,Cheque,ACC_RETAIL_002,Ishaan Chaudhary,1730074215,Varun Tiwari,17964.39,2024-02-27,06:49:11,805762.88,500000.0,Personal Loan,0.0
164,DEBIT,UPI,ACC_RETAIL_002,Ishaan Chaudhary,7576309274,Rahul Singh,3465.7,2024-02-27,17:37:51,935433.31,500000.0,Personal Loan,0.0
61,CREDIT,Bank Transfer,9929101065,Arjun Das,ACC_RETAIL_002,Ishaan Chaudhary,13969.09,2024-02-28,17:40:56,651561.19,500000.0,Personal Loan,0.0
113,CREDIT,IMPS,4403845222,Tanvi Rao,ACC_RETAIL_002,Ishaan Chaudhary,36498.12,2024-02-28,04:02:53,795306.44,500000.0,Personal Loan,0.0
43,CREDIT,Cheque,1730074215,Varun Tiwari,ACC_RETAIL_002,Ishaan Chaudhary,22958.91,2024-02-29,03:36:39,687064.11,500000.0,Personal Loan,0.0
66,DEBIT,RTGS,ACC_RETAIL_002,Ishaan Chaudhary,9035194895,Akash Pillai,882.63,2024-02-29,06:23:48,580213.27,500000.0,Personal Loan,0.0
71,CREDIT,RTGS,4880176825,Saanvi Gupta,ACC_RETAIL_002,Ishaan Chaudhary,46028.6,2024-02-29,03:51:15,562130.07,500000.0,Personal Loan,0.0
128,DEBIT,Cheque,ACC_RETAIL_002,Ishaan Chaudhary,6904897514,Varun Yadav,6661.51,2024-02-29,14:33:51,993339.27,500000.0,Personal Loan,0.0
134,CREDIT,Cheque,1730074215,Varun Tiwari,ACC_RETAIL_002,Ishaan Chaudhary,45624.56,2024-02-29,09:59:46,1007573.33,500000.0,Personal Loan,0.0
77,CREDIT,Cheque,1730074215,Varun Tiwari,ACC_RETAIL_002,Ishaan Chaudhary,28404.91,2024-03-02,20:33:09,552681.89,500000.0,Personal Loan,0.0
15,CREDIT,RTGS,4880176825,Saanvi Gupta,ACC_RETAIL_002,Ishaan Chaudhary,17266.41,2024-03-04,02:44:29,583881.05,500000.0,Personal Loan,0.0
80,DEBIT,NEFT,ACC_RETAIL_002,Ishaan Chaudhary,6554972315,Saanvi Sinha,25613.18,2024-03-04,16:27:13,536093.24,500000.0,Personal Loan,0.0
102,CREDIT,UPI,7576309274,Rahul Singh,ACC_RETAIL_002,Ishaan Chaudhary,28735.76,2024-03-04,10:15:32,599743.61,500000.0,Personal Loan,0.0
126,CREDIT,NEFT,4403845222,Tanvi Rao,ACC_RETAIL_002,Ishaan Chaudhary,26011.49,2024-03-05,09:13:22,990041.16,500000.0,Personal Loan,0.0
104,DEBIT,Bank Transfer,ACC_RETAIL_002,Ishaan Chaudhary,9929101065,Arjun Das,12875.16,2024-03-06,13:30:55,608092.16,500000.0,Personal Loan,0.0
63,DEBIT,Cheque,ACC_RETAIL_002,Ishaan Chaudhary,1730074215,Varun Tiwari,34071.79,2024-03-07,19:11:06,603467.64,500000.0,Personal Loan,0.0
170,CREDIT,UPI,5492496998,Rohit Mishra,ACC_RETAIL_002,Ishaan Chaudhary,9896.79,2024-03-08,18:44:26,900067.6,500000.0,Personal Loan,0.0
51,CREDIT,RTGS,1730074215,Varun Tiwari,ACC_RETAIL_002,Ishaan Chaudhary,17906.49,2024-03-09,07:44:44,626596.41,500000.0,Personal Loan,0.0
96,DEBIT,Cheque,ACC_RETAIL_002,Ishaan Chaudhary,4880176825,Saanvi Gupta,15141.71,2024-03-09,19:39:08,560624.58,500000.0,Personal Loan,0.0
108,CREDIT,RTGS,1625217504,Aryan Singh,ACC_RETAIL_002,Ishaan Chaudhary,21037.4,2024-03-09,13:36:55,661448.27,500000.0,Personal Loan,0.0
152,CREDIT,RTGS,9929101065,Arjun Das,ACC_RETAIL_002,Ishaan Chaudhary,22773.74,2024-03-11,12:32:36,935238.85,500000.0,Personal Loan,0.0
58,CREDIT,UPI,9035194895,Akash Pillai,ACC_RETAIL_002,Ishaan Chaudhary,2017.53,2024-03-12,07:49:57,610741.01,500000.0,Personal Loan,0.0
131,DEBIT,IMPS,ACC_RETAIL_002,Ishaan Chaudhary,5492496998,Rohit Mishra,21815.05,2024-03-14,10:41:44,969931.89,500000.0,Personal Loan,0.0
162,CREDIT,Cheque,9929101065,Arjun Das,ACC_RETAIL_002,Ishaan Chaudhary,1999.15,2024-03-14,10:32:47,914493.24,500000.0,Personal Loan,0.0
82,CREDIT,UPI,1730074215,Varun Tiwari,ACC_RETAIL_002,Ishaan Chaudhary,19531.88,2024-03-15,01:29:36,513956.14,500000.0,Personal Loan,0.0
67,DEBIT,NEFT,ACC_RETAIL_002,Ishaan Chaudhary,4403845222,Tanvi Rao,35331.73,2024-03-16,12:53:41,544881.54,500000.0,Personal Loan,0.0
153,CREDIT,RTGS,9929101065,Arjun Das,ACC_RETAIL_002,Ishaan Chaudhary,39123.01,2024-03-20,06:37:30,974361.86,500000.0,Personal Loan,0.0
115,CREDIT,NEFT,7576309274,Rahul Singh,ACC_RETAIL_002,Ishaan Chaudhary,5987.47,2024-03-21,19:31:01,794762.42,500000.0,Personal Loan,0.0
9,CREDIT,Cheque,4419410162,Tanvi Trivedi,ACC_RETAIL_002,Ishaan Chaudhary,11340.72,2024-03-24,09:07:30,468020.42,500000.0,Personal Loan,0.0
81,DEBIT,Bank Transfer,ACC_RETAIL_002,Ishaan Chaudhary,4880176825,Saanvi Gupta,41668.98,2024-03-27,03:17:15,494424.26,500000.0,Personal Loan,0.0
121,CREDIT,NEFT,9035194895,Akash Pillai,ACC_RETAIL_002,Ishaan Chaudhary,17567.72,2024-03-29,22:52:26,879514.87,500000.0,Personal Loan,0.0
135,CREDIT,UPI,4880176825,Saanvi Gupta,ACC_RETAIL_002,Ishaan Chaudhary,47421.27,2024-03-30,23:12:40,1054994.6,500000.0,Personal Loan,0.0
145,CREDIT,Cheque,6904897514,Varun Yadav,ACC_RETAIL_002,Ishaan Chaudhary,48394.28,2024-03-30,12:38:57,998732.82,500000.0,Personal Loan,0.0
19,CREDIT,UPI,4880176825,Saanvi Gupta,ACC_RETAIL_002,Ishaan Chaudhary,47044.45,2024-03-31,08:30:47,636759.67,500000.0,Personal Loan,0.0
54,CREDIT,Bank Transfer,1730074215,Varun Tiwari,ACC_RETAIL_002,Ishaan Chaudhary,41012.13,2024-03-31,23:23:59,664919.53,500000.0,Personal Loan,0.0
88,DEBIT,IMPS,ACC_RETAIL_002,Ishaan Chaudhary,4403845222,Tanvi Rao,16819.69,2024-03-31,14:04:27,554793.63,500000.0,Personal Loan,0.0
99,CREDIT,UPI,6904897514,Varun Yadav,ACC_RETAIL_002,Ishaan Chaudhary,2662.78,2024-03-31,08:38:53,573791.37,500000.0,Personal Loan,0.0
173,DEBIT,IMPS,ACC_RETAIL_002,Ishaan Chaudhary,9929101065,Arjun Das,30077.18,2024-03-31,17:08:00,898179.24,500000.0,Personal Loan,0.0
26,DEBIT,RTGS,ACC_RETAIL_002,Ishaan Chaudhary,8275679594,Vikram Reddy,47600.32,2024-04-02,13:29:26,606617.34,500000.0,Personal Loan,0.0
143,DEBIT,RTGS,ACC_RETAIL_002,Ishaan Chaudhary,6554972315,Saanvi Sinha,49820.07,2024-04-02,17:53:02,993053.44,500000.0,Personal Loan,0.0
16,CREDIT,Bank Transfer,9929101065,Arjun Das,ACC_RETAIL_002,Ishaan Chaudhary,11667.93,2024-04-06,14:28:09,595548.98,500000.0,Personal Loan,0.0
44,DEBIT,UPI,ACC_RETAIL_002,Ishaan Chaudhary,4403845222,Tanvi Rao,32908.29,2024-04-06,07:49:43,654155.82,500000.0,Personal Loan,0.0
65,DEBIT,IMPS,ACC_RETAIL_002,Ishaan Chaudhary,5492496998,Rohit Mishra,10956.08,2024-04-11,09:18:11,581095.9,500000.0,Personal Loan,0.0
111,CREDIT,UPI,5492496998,Rohit Mishra,ACC_RETAIL_002,Ishaan Chaudhary,23886.52,2024-04-11,17:04:47,713468.37,500000.0,Personal Loan,0.0
76,CREDIT,UPI,5492496998,Rohit Mishra,ACC_RETAIL_002,Ishaan Chaudhary,32947.7,2024-04-12,22:51:46,524276.98,500000.0,Personal Loan,0.0
161,CREDIT,UPI,4419410162,Tanvi Trivedi,ACC_RETAIL_002,Ishaan Chaudhary,13600.47,2024-04-12,20:49:51,912494.09,500000.0,Personal Loan,0.0
7,DEBIT,Bank Transfer,ACC_RETAIL_002,Ishaan Chaudhary,9929101065,Arjun Das,900.85,2024-04-13,01:47:08,414954.17,500000.0,Personal Loan,0.0
8,CREDIT,Bank Transfer,6554972315,Saanvi Sinha,ACC_RETAIL_002,Ishaan Chaudhary,41725.53,2024-04-13,08:22:42,456679.7,500000.0,Personal Loan,0.0
142,DEBIT,Cheque,ACC_RETAIL_002,Ishaan Chaudhary,6554972315,Saanvi Sinha,28302.8,2024-04-13,09:28:36,1042873.51,500000.0,Personal Loan,0.0
13,CREDIT,IMPS,5492496998,Rohit Mishra,ACC_RETAIL_002,Ishaan Chaudhary,9194.18,2024-04-14,19:38:21,520897.03,500000.0,Personal Loan,0.0
30,CREDIT,RTGS,8275679594,Vikram Reddy,ACC_RETAIL_002,Ishaan Chaudhary,48569.12,2024-04-14,12:08:33,687528.94,500000.0,Personal Loan,0.0
38,DEBIT,Bank Transfer,ACC_RETAIL_002,Ishaan Chaudhary,9035194895,Akash Pillai,30947.79,2024-04-14,23:59:23,656374.58,500000.0,Personal Loan,0.0
79,DEBIT,Bank Transfer,ACC_RETAIL_002,Ishaan Chaudhary,6554972315,Saanvi Sinha,22389.3,2024-04-15,10:00:02,561706.42,500000.0,Personal Loan,0.0
147,CREDIT,Bank Transfer,5492496998,Rohit Mishra,ACC_RETAIL_002,Ishaan Chaudhary,35160.85,2024-04-15,13:09:41,1006556.19,500000.0,Personal Loan,0.0
149,DEBIT,RTGS,ACC_RETAIL_002,Ishaan Chaudhary,7576309274,Rahul Singh,28827.73,2024-04-16,20:05:05,928464.4,500000.0,Personal Loan,0.0
53,DEBIT,Bank Transfer,ACC_RETAIL_002,Ishaan Chaudhary,4419410162,Tanvi Trivedi,14289.13,2024-04-17,15:37:24,623907.4,500000.0,Personal Loan,0.0
92,CREDIT,Cheque,6904897514,Varun Yadav,ACC_RETAIL_002,Ishaan Chaudhary,32352.92,2024-04-18,04:39:10,518028.33,500000.0,Personal Loan,0.0
103,CREDIT,Bank Transfer,5492496998,Rohit Mishra,ACC_RETAIL_002,Ishaan Chaudhary,21223.71,2024-04-18,07:16:14,620967.32,500000.0,Personal Loan,0.0
107,CREDIT,IMPS,4419410162,Tanvi Trivedi,ACC_RETAIL_002,Ishaan Chaudhary,5039.82,2024-04-18,16:25:30,640410.87,500000.0,Personal Loan,0.0
169,DEBIT,Bank Transfer,ACC_RETAIL_002,Ishaan Chaudhary,5492496998,Rohit Mishra,43332.72,2024-04-18,11:55:17,890170.81,500000.0,Personal Loan,0.0
45,CREDIT,UPI,6904897514,Varun Yadav,ACC_RETAIL_002,Ishaan Chaudhary,11810.43,2024-04-19,16:30:41,665966.25,500000.0,Personal Loan,0.0
98,CREDIT,RTGS,5492496998,Rohit Mishra,ACC_RETAIL_002,Ishaan Chaudhary,8135.51,2024-04-20,22:44:45,571128.59,500000.0,Personal Loan,0.0
